Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyler Herro,39:39,0.461,0.435,0.435,0.087,0.0,15.1,6.8,19.1,0.0,0.0,0.0,27.0,99.0,114.0,0.6
1,Bam Adebayo,32:54,0.516,0.5,0.071,0.714,3.0,7.3,4.9,11.8,0.0,0.0,17.9,30.5,87.0,115.0,-7.1
2,Kyle Lowry,32:22,0.25,0.25,0.833,0.0,3.0,11.1,6.7,31.0,1.5,0.0,40.0,13.8,65.0,111.0,-7.0
3,Nikola Jović,21:06,0.667,0.667,0.667,0.0,0.0,62.6,28.1,32.3,2.4,0.0,0.0,12.7,145.0,101.0,13.8
4,Jaime Jaquez Jr.,18:14,0.875,0.875,0.5,0.0,0.0,19.7,8.9,9.7,0.0,0.0,42.9,17.2,82.0,114.0,-4.1
6,Duncan Robinson,28:50,0.333,0.333,0.833,0.0,3.4,8.3,5.6,5.5,1.7,0.0,7.7,20.2,69.0,111.0,-7.9
7,Jamal Cain,25:22,0.5,0.5,0.375,0.0,11.6,9.5,10.6,0.0,3.9,0.0,0.0,14.1,111.0,106.0,0.9
8,Dru Smith,22:23,0.625,0.625,0.25,0.0,0.0,5.4,2.4,27.9,2.2,0.0,20.0,10.0,117.0,111.0,1.4
9,Thomas Bryant,11:33,0.512,0.5,0.0,0.5,25.4,20.8,23.3,15.6,0.0,0.0,17.0,22.8,107.0,113.0,-2.0
10,Orlando Robinson,3:33,0.0,0.0,0.0,0.0,0.0,33.8,15.2,0.0,0.0,26.0,0.0,25.2,0.0,90.0,-15.0
11,R.J. Hampton,2:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,117.0,-26.2
12,Cole Swider,2:02,0.833,0.833,0.667,0.0,0.0,59.0,26.5,0.0,0.0,0.0,0.0,66.1,174.0,107.0,59.6
