Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Spencer Dinwiddie,39:54,0.576,0.577,0.769,0.154,2.8,11.7,7.2,44.6,3.7,2.0,12.6,16.5,139.0,123.0,9.1
1,Mikal Bridges,39:42,0.491,0.441,0.235,0.176,2.8,14.7,8.6,6.4,1.2,0.0,9.8,21.3,104.0,129.0,-6.9
2,Cam Thomas,36:37,0.77,0.729,0.542,0.25,0.0,16.0,7.8,10.3,1.3,0.0,15.8,35.9,127.0,128.0,5.2
3,Nic Claxton,33:06,0.713,0.667,0.0,0.25,16.9,24.8,20.7,4.3,0.0,9.8,13.1,19.2,137.0,122.0,3.1
4,Cameron Johnson,28:50,0.523,0.542,0.583,0.083,0.0,8.1,4.0,22.7,0.0,0.0,0.0,17.9,129.0,134.0,-2.2
6,Royce O'Neale,34:02,0.55,0.55,0.9,0.0,9.8,6.9,8.4,10.8,1.4,2.4,23.1,15.9,104.0,130.0,-4.1
7,Jalen Wilson,10:45,1.0,1.0,0.0,0.0,10.4,0.0,5.3,0.0,0.0,0.0,50.0,7.7,97.0,137.0,-10.1
8,Day'Ron Sharpe,8:56,0.0,0.0,0.0,0.0,37.5,13.1,25.6,23.9,0.0,18.2,0.0,13.9,98.0,121.0,-7.0
9,Trendon Watford,8:05,0.0,0.0,0.0,0.0,0.0,29.0,14.1,26.4,0.0,0.0,50.0,10.3,58.0,127.0,-11.2
10,Dorian Finney-Smith,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Harry Giles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dennis Smith Jr.,Not With Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
