Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kevin Durant,37:39,4.0,10.0,0.4,0.0,4.0,0.0,4.0,7.0,0.571,0.0,10.0,10.0,7.0,1.0,2.0,1.0,4.0,12.0,19.0
1,Bradley Beal,36:10,8.0,15.0,0.533,3.0,7.0,0.429,1.0,2.0,0.5,2.0,5.0,7.0,7.0,1.0,1.0,2.0,4.0,20.0,9.0
2,Devin Booker,34:39,17.0,23.0,0.739,6.0,10.0,0.6,6.0,8.0,0.75,1.0,6.0,7.0,3.0,2.0,0.0,2.0,0.0,46.0,33.0
3,Grayson Allen,33:37,5.0,8.0,0.625,3.0,5.0,0.6,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,3.0,15.0,26.0
4,Jusuf Nurkić,21:08,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,4.0,4.0,8.0,23.0
6,Josh Okogie,23:56,2.0,7.0,0.286,1.0,3.0,0.333,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,6.0,15.0
7,Keita Bates-Diop,14:38,5.0,7.0,0.714,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0
8,Chimezie Metu,13:43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
9,Drew Eubanks,9:18,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-10.0
10,Yuta Watanabe,7:18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-5.0
11,Jordan Goodwin,3:57,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0
12,Nassir Little,3:57,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
