Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jacob Gilyard,34:06,4.0,9.0,0.444,4.0,6.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,3.0,2.0,12.0,-3.0
1,Desmond Bane,27:56,6.0,14.0,0.429,4.0,9.0,0.444,1.0,2.0,0.5,0.0,1.0,1.0,5.0,0.0,1.0,5.0,1.0,17.0,-18.0
2,Jaren Jackson Jr.,25:13,3.0,7.0,0.429,1.0,4.0,0.25,4.0,5.0,0.8,0.0,5.0,5.0,1.0,1.0,0.0,2.0,3.0,11.0,-15.0
3,Xavier Tillman Sr.,24:41,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,0.0,-15.0
4,Vince Williams Jr.,23:08,2.0,7.0,0.286,1.0,5.0,0.2,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,3.0,5.0,-26.0
6,David Roddy,22:17,2.0,5.0,0.4,1.0,3.0,0.333,3.0,3.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,1.0,8.0,-1.0
7,Ziaire Williams,21:48,6.0,12.0,0.5,2.0,7.0,0.286,5.0,5.0,1.0,0.0,7.0,7.0,5.0,0.0,0.0,4.0,3.0,19.0,6.0
8,Santi Aldama,19:58,2.0,10.0,0.2,2.0,7.0,0.286,3.0,4.0,0.75,2.0,7.0,9.0,1.0,0.0,0.0,1.0,1.0,9.0,-21.0
9,John Konchar,16:53,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,5.0,-20.0
10,GG Jackson II,12:00,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,9.0
11,Jake LaRavia,12:00,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
12,Bismack Biyombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
