Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,38:30,0.653,0.643,0.524,0.048,0.0,3.0,1.4,18.3,2.5,0.0,4.5,26.0,119.0,122.0,6.7
1,Cam Thomas,37:20,0.45,0.406,0.188,0.25,0.0,25.1,11.7,30.9,1.3,0.0,10.1,23.6,97.0,121.0,-3.6
2,Nic Claxton,34:36,0.436,0.333,0.0,0.333,5.9,30.5,17.3,7.5,0.0,14.5,16.2,15.9,89.0,111.0,-5.0
3,Spencer Dinwiddie,34:36,0.533,0.5,0.5,0.125,0.0,3.4,1.6,19.6,1.4,0.0,0.0,10.9,125.0,124.0,-4.0
4,Ben Simmons,20:16,0.571,0.571,0.0,0.286,20.2,28.9,24.2,52.6,2.4,0.0,20.2,21.7,125.0,118.0,8.6
6,Royce O'Neale,31:44,0.533,0.5,0.688,0.125,3.2,18.4,10.3,9.5,0.0,0.0,10.6,26.5,96.0,125.0,-4.2
7,Dennis Smith Jr.,18:17,0.6,0.6,0.2,0.0,0.0,12.8,6.0,23.8,0.0,0.0,16.7,14.6,109.0,125.0,-8.1
8,Jalen Wilson,17:45,0.635,0.571,0.429,0.286,5.8,19.8,12.3,16.4,2.7,0.0,0.0,19.8,135.0,119.0,7.0
9,Noah Clowney,4:24,1.0,1.0,0.0,0.0,0.0,26.6,12.4,0.0,0.0,0.0,0.0,10.1,200.0,123.0,-2.8
10,Trendon Watford,2:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,128.0,-26.2
11,Harry Giles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Keon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
