Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jalen Brunson,38:12,15.0,25.0,0.6,5.0,10.0,0.5,0.0,2.0,0.0,0.0,6.0,6.0,8.0,3.0,1.0,2.0,5.0,35.0,5.0
1,Julius Randle,35:59,10.0,21.0,0.476,1.0,4.0,0.25,7.0,8.0,0.875,3.0,2.0,5.0,2.0,0.0,0.0,2.0,2.0,28.0,-9.0
2,Mitchell Robinson,34:27,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,0.25,5.0,6.0,11.0,1.0,1.0,1.0,1.0,2.0,3.0,-1.0
3,RJ Barrett,30:57,3.0,11.0,0.273,0.0,2.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,9.0,-5.0
4,Quentin Grimes,20:11,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,-8.0
6,Immanuel Quickley,28:38,4.0,10.0,0.4,3.0,5.0,0.6,7.0,8.0,0.875,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,18.0,5.0
7,Josh Hart,24:04,1.0,3.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
8,Donte DiVincenzo,13:58,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,-1.0
9,Isaiah Hartenstein,13:33,2.0,3.0,0.667,0.0,0.0,0.0,3.0,4.0,0.75,4.0,1.0,5.0,1.0,0.0,1.0,0.0,3.0,7.0,-2.0
10,Ryan Arcidiacono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Evan Fournier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DaQuan Jeffries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Miles McBride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jericho Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
