Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jimmy Butler,37:18,0.793,0.667,0.167,0.833,14.3,8.4,11.3,21.5,1.3,0.0,0.0,19.9,177.0,126.0,13.0
1,Bam Adebayo,35:10,0.405,0.333,0.0,0.222,0.0,32.6,16.5,23.6,1.4,7.6,28.8,17.9,74.0,114.0,-2.8
2,Tyler Herro,34:24,0.45,0.417,0.667,0.111,0.0,18.2,9.2,21.4,0.0,0.0,0.0,24.9,101.0,126.0,-1.6
3,Terry Rozier,27:23,0.727,0.714,0.429,0.071,0.0,7.6,3.9,27.7,0.0,3.2,6.5,25.5,133.0,126.0,9.0
4,Haywood Highsmith,15:19,0.436,0.333,0.667,0.333,0.0,13.6,6.9,0.0,0.0,0.0,0.0,10.2,92.0,127.0,-11.3
6,Jaime Jaquez Jr.,25:15,0.145,0.0,0.667,0.333,0.0,12.4,6.3,5.8,2.0,0.0,22.5,15.9,31.0,123.0,-16.4
7,Caleb Martin,24:32,0.636,0.611,0.111,0.111,8.7,17.0,12.9,8.4,0.0,0.0,17.5,21.1,109.0,126.0,-3.9
8,Josh Richardson,23:54,0.676,0.625,0.5,0.25,4.5,13.1,8.8,16.1,4.2,0.0,10.1,18.7,128.0,118.0,6.8
9,Kevin Love,12:50,0.347,0.0,1.0,1.0,0.0,16.3,8.2,0.0,0.0,6.9,14.8,23.9,66.0,121.0,-15.7
10,Duncan Robinson,3:55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,129.0,-29.2
11,Thomas Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nikola Jović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
