Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,James Harden,38:30,7.0,14.0,0.5,6.0,9.0,0.667,10.0,10.0,1.0,2.0,6.0,8.0,10.0,2.0,1.0,2.0,3.0,30.0,11.0
1,Kawhi Leonard,37:13,13.0,20.0,0.65,5.0,8.0,0.625,5.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,36.0,8.0
2,Paul George,32:27,7.0,13.0,0.538,3.0,5.0,0.6,1.0,2.0,0.5,0.0,3.0,3.0,5.0,2.0,0.0,1.0,3.0,18.0,12.0
3,Terance Mann,21:16,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,8.0
4,Mason Plumlee,20:51,3.0,5.0,0.6,0.0,0.0,0.0,2.0,4.0,0.5,2.0,7.0,9.0,3.0,1.0,1.0,0.0,0.0,8.0,6.0
6,Russell Westbrook,26:15,6.0,10.0,0.6,0.0,2.0,0.0,1.0,3.0,0.333,0.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,13.0,-3.0
7,Amir Coffey,26:06,4.0,8.0,0.5,2.0,4.0,0.5,3.0,4.0,0.75,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,13.0,-3.0
8,Daniel Theis,19:30,4.0,7.0,0.571,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,0.0,0.0,3.0,9.0,-5.0
9,Norman Powell,17:52,4.0,8.0,0.5,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,-9.0
10,Brandon Boston Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kobe Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bones Hyland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,P.J. Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
