Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandon Ingram,35:12,0.526,0.5,0.091,0.182,0.0,11.9,6.0,23.5,0.0,0.0,7.8,32.8,106.0,122.0,-3.3
1,Zion Williamson,34:23,0.651,0.594,0.063,0.563,3.1,9.1,6.1,31.1,1.4,0.0,0.0,26.0,146.0,119.0,10.8
2,Herbert Jones,31:52,0.714,0.714,0.714,0.0,0.0,13.1,6.6,0.0,1.6,0.0,30.0,14.1,87.0,118.0,-7.1
3,Jonas Valančiūnas,29:59,0.554,0.5,0.1,0.6,17.8,27.8,22.9,8.9,0.0,4.0,0.0,18.9,135.0,115.0,0.6
4,Dyson Daniels,23:52,0.167,0.167,0.667,0.0,0.0,13.1,6.6,19.2,0.0,0.0,14.3,13.2,61.0,121.0,-13.4
6,Naji Marshall,27:57,0.543,0.542,0.25,0.167,7.6,26.1,17.0,15.3,5.3,0.0,7.2,22.3,115.0,105.0,4.9
7,Jordan Hawkins,24:54,0.591,0.591,0.545,0.0,4.3,16.8,10.6,0.0,0.0,0.0,0.0,19.8,121.0,121.0,-0.7
8,Jose Alvarado,13:58,0.667,0.667,0.0,0.0,0.0,7.5,3.8,18.5,0.0,0.0,0.0,9.6,149.0,123.0,-2.8
9,Larry Nance Jr.,9:05,0.798,1.0,0.0,2.0,23.5,23.0,23.2,27.3,0.0,0.0,34.7,14.2,135.0,119.0,4.9
10,Cody Zeller,8:45,0.568,0.0,0.0,0.0,0.0,11.9,6.0,24.9,0.0,0.0,0.0,4.5,160.0,122.0,1.0
11,Kira Lewis Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jeremiah Robinson-Earl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
