Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Zach LaVine,37:26,0.698,0.682,0.394,0.242,5.0,11.0,7.5,0.0,1.4,0.0,9.9,48.1,126.0,133.0,14.8
1,Nikola Vučević,32:21,0.524,0.5,0.182,0.091,0.0,17.0,6.9,4.7,0.0,0.0,8.0,17.1,104.0,134.0,-10.3
2,DeMar DeRozan,31:49,0.622,0.538,0.077,0.538,3.0,4.3,3.5,21.2,1.6,5.2,5.9,23.9,133.0,132.0,4.9
3,Coby White,27:55,0.0,0.0,0.5,0.0,0.0,9.8,4.0,4.4,0.0,0.0,20.0,8.0,13.0,136.0,-20.3
4,Patrick Williams,21:19,0.0,0.0,0.333,0.0,4.4,12.9,7.9,5.8,2.5,0.0,25.0,8.3,31.0,129.0,-15.7
6,Torrey Craig,22:52,0.286,0.286,0.286,0.0,4.1,12.0,7.3,0.0,0.0,3.6,0.0,13.6,72.0,134.0,-14.7
7,Alex Caruso,20:34,0.5,0.5,0.0,0.0,9.2,20.0,13.6,25.5,10.2,4.0,0.0,4.3,165.0,107.0,11.1
8,Ayo Dosunmu,14:59,0.357,0.357,0.286,0.0,12.6,9.2,11.2,29.5,0.0,0.0,0.0,20.8,109.0,137.0,-2.3
9,Andre Drummond,14:28,0.167,0.167,0.0,0.0,19.5,19.0,19.3,18.6,10.9,5.7,0.0,18.4,82.0,106.0,2.6
10,Jevon Carter,12:44,0.25,0.25,0.667,0.0,7.4,0.0,4.4,0.0,0.0,0.0,0.0,20.9,68.0,140.0,-16.2
11,Julian Phillips,1:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-10.8
12,Terry Taylor,1:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-11.2
13,Dalen Terry,1:11,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,300.0,140.0,87.1
