Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyrese Haliburton,34:43,0.443,0.353,0.529,0.294,2.6,16.9,8.8,31.1,7.0,0.0,17.2,29.0,88.0,109.0,3.9
1,Aaron Nesmith,31:53,0.288,0.231,0.538,0.154,2.8,11.0,6.4,0.0,4.5,3.1,0.0,18.9,66.0,114.0,-6.6
2,Buddy Hield,30:36,0.469,0.469,0.625,0.0,0.0,7.7,3.3,16.5,0.0,0.0,0.0,22.7,99.0,126.0,-2.5
3,Myles Turner,29:52,0.47,0.455,0.455,0.364,9.1,15.7,12.0,10.7,0.0,0.0,0.0,18.5,110.0,124.0,-3.5
4,Jalen Smith,25:49,0.509,0.417,0.667,0.333,3.5,27.2,13.8,10.8,0.0,0.0,0.0,11.6,120.0,121.0,-2.1
6,Bennedict Mathurin,35:24,0.557,0.5,0.214,0.643,5.1,6.6,5.8,9.5,2.7,2.8,10.0,24.5,108.0,119.0,1.8
7,Obi Toppin,23:11,0.625,0.625,0.5,0.0,3.9,10.1,6.6,7.0,0.0,0.0,0.0,15.0,127.0,126.0,0.9
8,T.J. McConnell,12:11,1.0,1.0,0.0,0.0,0.0,9.6,4.2,75.2,7.9,0.0,50.0,21.4,111.0,109.0,12.0
9,Isaiah Jackson,9:00,0.667,0.667,0.0,0.0,10.1,26.0,17.0,0.0,0.0,0.0,0.0,14.5,138.0,117.0,-7.3
10,Ben Sheppard,2:57,0.0,0.0,0.0,0.0,0.0,39.7,17.3,0.0,0.0,0.0,0.0,0.0,0.0,118.0,-5.8
11,Kendall Brown,1:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,-9.4
12,Jordan Nwora,1:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,-9.1
13,Oscar Tshiebwe,1:06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,200.0,130.0,35.5
14,Jarace Walker,1:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,221.0,130.0,27.4
15,James Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
