Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Coby White,37:47,6.0,16.0,0.375,3.0,7.0,0.429,4.0,5.0,0.8,0.0,9.0,9.0,5.0,0.0,0.0,0.0,3.0,19.0,6.0
1,DeMar DeRozan,36:43,8.0,20.0,0.4,1.0,3.0,0.333,12.0,14.0,0.857,0.0,6.0,6.0,3.0,0.0,1.0,2.0,1.0,29.0,17.0
2,Nikola Vučević,33:46,8.0,17.0,0.471,2.0,3.0,0.667,2.0,2.0,1.0,6.0,6.0,12.0,3.0,0.0,1.0,2.0,0.0,20.0,2.0
3,Alex Caruso,30:11,4.0,7.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,12.0,-4.0
4,Patrick Williams,28:50,3.0,6.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,3.0,6.0,9.0,1.0,2.0,2.0,3.0,2.0,8.0,5.0
6,Ayo Dosunmu,21:53,3.0,9.0,0.333,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,8.0,11.0
7,Torrey Craig,16:45,2.0,4.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,6.0,1.0
8,Andre Drummond,13:48,3.0,8.0,0.375,0.0,0.0,0.0,1.0,2.0,0.5,5.0,4.0,9.0,1.0,1.0,0.0,3.0,3.0,7.0,10.0
9,Jevon Carter,11:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,5.0
10,Julian Phillips,5:58,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0
11,Dalen Terry,2:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
12,Terry Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
