Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jalen Johnson,41:58,0.453,0.382,0.235,0.235,6.7,22.4,14.1,15.4,2.3,0.0,9.6,18.8,110.0,119.0,-2.3
1,Trae Young,41:44,0.512,0.396,0.167,0.5,0.0,5.0,2.4,41.0,2.3,0.0,14.6,31.1,113.0,126.0,-0.6
2,Saddiq Bey,41:01,0.528,0.444,0.333,0.833,16.1,15.3,15.7,10.1,0.0,0.0,3.9,23.7,128.0,127.0,-0.3
3,Bogdan Bogdanović,38:37,0.852,0.818,0.727,0.636,0.0,10.8,5.1,7.0,2.5,4.3,26.2,18.7,122.0,121.0,4.8
4,Clint Capela,27:51,0.684,0.692,0.0,0.154,20.3,30.0,24.9,0.0,0.0,3.0,0.0,18.9,153.0,120.0,4.6
6,Onyeka Okongwu,20:09,0.714,0.714,0.143,0.0,9.3,5.2,7.4,7.4,0.0,4.1,0.0,13.2,158.0,129.0,1.2
7,Patty Mills,14:41,0.0,0.0,1.0,0.0,12.8,7.1,10.1,7.4,3.2,0.0,33.3,7.7,57.0,123.0,-7.5
8,Garrison Mathews,7:43,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,133.0,-22.6
9,Trent Forrest,6:16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,6.1,115.0,133.0,-2.4
10,AJ Griffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wesley Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dejounte Murray,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
