Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,39:22,0.601,0.583,0.667,0.25,2.8,14.1,9.0,14.4,2.5,0.0,7.0,16.3,121.0,95.0,4.0
1,Alperen Şengün,31:43,0.533,0.5,0.111,0.333,3.5,17.5,11.2,13.4,0.0,9.1,16.2,17.5,101.0,93.0,-1.4
2,Jalen Green,29:41,0.603,0.558,0.5,0.192,3.8,3.1,3.4,34.1,1.7,0.0,3.4,44.2,120.0,101.0,13.3
3,Jabari Smith Jr.,27:00,0.765,0.75,0.4,0.4,0.0,30.8,16.8,12.1,0.0,3.6,0.0,19.6,153.0,92.0,12.5
4,Dillon Brooks,26:31,0.401,0.286,0.357,0.357,4.2,13.9,9.5,5.5,1.9,0.0,5.8,29.2,85.0,96.0,-9.8
6,Jae'Sean Tate,26:06,0.25,0.25,0.75,0.0,4.3,28.3,17.4,19.3,1.9,0.0,0.0,6.9,104.0,91.0,-0.8
7,Tari Eason,19:10,0.75,0.75,0.75,0.0,5.8,19.3,13.2,14.3,2.6,5.0,20.0,11.7,129.0,89.0,7.8
8,Aaron Holiday,16:37,0.583,0.583,0.667,0.0,0.0,16.7,9.1,18.4,0.0,0.0,0.0,16.2,124.0,99.0,-1.2
9,Jeff Green,12:01,0.0,0.0,0.333,0.0,0.0,7.7,4.2,0.0,0.0,8.0,0.0,11.2,0.0,97.0,-14.1
10,Reggie Bullock,4:15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,106.0,-16.3
11,Jock Landale,4:15,1.0,1.0,0.0,0.0,0.0,21.7,11.9,0.0,0.0,0.0,0.0,10.6,200.0,98.0,6.1
12,Jeenathan Williams,3:16,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,94.0,105.0,-11.5
13,Boban Marjanović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
