Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jimmy Butler,34:34,0.804,0.786,0.214,0.857,3.6,15.4,10.5,29.6,1.5,0.0,4.9,27.6,157.0,110.0,13.5
1,Bam Adebayo,31:37,0.571,0.571,0.0,0.0,7.8,25.3,18.0,20.3,0.0,0.0,0.0,20.8,126.0,109.0,-0.2
2,Tyler Herro,31:17,0.601,0.556,0.444,0.667,3.9,19.9,13.2,34.2,0.0,0.0,14.7,20.5,123.0,112.0,2.1
3,Terry Rozier,29:31,0.188,0.188,0.5,0.0,4.2,12.0,8.7,40.3,3.4,3.1,11.1,14.3,95.0,105.0,0.7
4,Haywood Highsmith,16:20,0.5,0.5,0.25,0.0,7.5,5.4,6.3,8.1,0.0,0.0,20.0,14.4,93.0,116.0,-9.0
6,Caleb Martin,28:05,0.47,0.429,0.286,0.143,0.0,9.5,5.5,9.3,0.0,0.0,11.8,14.1,91.0,115.0,-10.2
7,Josh Richardson,27:17,0.8,0.8,0.667,0.0,0.0,16.3,9.5,20.2,0.0,3.3,0.0,25.8,144.0,110.0,14.5
8,Jaime Jaquez Jr.,24:56,0.405,0.333,0.111,0.222,0.0,14.3,8.3,5.3,0.0,0.0,16.8,22.4,71.0,113.0,-16.2
9,Kevin Love,13:42,0.82,0.75,0.75,0.5,9.0,13.0,11.3,30.0,0.0,0.0,0.0,16.7,175.0,114.0,15.6
10,Thomas Bryant,2:41,0.0,0.0,0.0,0.0,0.0,33.1,19.2,0.0,0.0,0.0,0.0,0.0,0.0,107.0,-5.8
11,Nikola Jović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cole Swider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
