Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tre Jones,35:10,0.61,0.538,0.154,0.308,6.2,10.2,8.1,22.5,1.3,0.0,16.9,21.4,119.0,126.0,-4.9
1,Devin Vassell,34:48,0.81,0.81,0.429,0.0,3.1,17.2,9.9,20.7,1.3,0.0,0.0,25.5,159.0,125.0,13.6
2,Jeremy Sochan,32:35,0.379,0.318,0.455,0.182,6.7,22.1,14.0,17.7,2.9,2.5,7.8,16.7,101.0,119.0,-3.3
3,Victor Wembanyama,26:11,0.654,0.611,0.444,0.333,12.5,27.5,19.6,6.6,1.8,15.8,19.5,41.4,106.0,109.0,1.5
4,Julian Champagnie,20:54,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,2.2,0.0,0.0,8.1,35.0,126.0,-12.6
6,Keldon Johnson,29:58,0.391,0.353,0.471,0.118,7.3,32.0,19.1,4.2,0.0,0.0,5.3,26.6,87.0,126.0,-13.1
7,Cedi Osman,28:09,0.781,0.786,0.857,0.429,0.0,8.5,4.1,21.8,5.0,0.0,10.7,14.0,147.0,118.0,6.4
8,Blake Wesley,14:56,0.0,0.0,0.0,0.0,0.0,8.0,3.8,7.0,0.0,0.0,0.0,2.8,59.0,129.0,-16.7
9,Dominick Barlow,14:47,1.0,1.0,0.0,0.0,0.0,8.1,3.9,35.8,3.2,11.2,0.0,8.6,211.0,113.0,17.0
10,Sandro Mamukelashvili,2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,230.0,131.0,24.8
11,Malaki Branham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mamadi Diakite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Devonte' Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
