Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,41:12,3.0,13.0,0.231,1.0,8.0,0.125,3.0,3.0,1.0,0.0,5.0,5.0,14.0,0.0,0.0,0.0,2.0,10.0,-3.0
1,Alperen Şengün,36:32,13.0,23.0,0.565,2.0,3.0,0.667,2.0,5.0,0.4,7.0,6.0,13.0,5.0,1.0,1.0,3.0,4.0,30.0,6.0
2,Jabari Smith Jr.,32:20,7.0,12.0,0.583,1.0,5.0,0.2,2.0,2.0,1.0,2.0,7.0,9.0,2.0,1.0,2.0,2.0,4.0,17.0,1.0
3,Dillon Brooks,30:59,6.0,13.0,0.462,2.0,5.0,0.4,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,5.0,16.0,3.0
4,Jalen Green,23:25,6.0,15.0,0.4,2.0,9.0,0.222,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,16.0,-13.0
6,Aaron Holiday,28:24,4.0,5.0,0.8,3.0,4.0,0.75,2.0,3.0,0.667,0.0,4.0,4.0,1.0,4.0,0.0,0.0,3.0,13.0,8.0
7,Jae'Sean Tate,20:57,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,9.0,-7.0
8,Jeff Green,14:10,1.0,4.0,0.25,1.0,3.0,0.333,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,-11.0
9,Reggie Bullock,7:47,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
10,Jock Landale,4:14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0
11,Nate Hinton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Boban Marjanović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jermaine Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Cam Whitmore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
