Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,41:14,6.0,15.0,0.4,1.0,6.0,0.167,12.0,13.0,0.923,0.0,8.0,8.0,7.0,0.0,1.0,1.0,0.0,25.0,10.0
1,Jrue Holiday,38:14,7.0,10.0,0.7,3.0,5.0,0.6,1.0,1.0,1.0,2.0,5.0,7.0,7.0,1.0,1.0,2.0,1.0,18.0,15.0
2,Kristaps Porziņģis,35:18,11.0,19.0,0.579,2.0,8.0,0.25,4.0,7.0,0.571,3.0,8.0,11.0,2.0,1.0,2.0,1.0,3.0,28.0,16.0
3,Derrick White,35:18,8.0,13.0,0.615,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,11.0,2.0,2.0,2.0,3.0,18.0,16.0
4,Jaylen Brown,32:34,7.0,17.0,0.412,1.0,5.0,0.2,4.0,7.0,0.571,3.0,2.0,5.0,2.0,3.0,0.0,2.0,3.0,19.0,9.0
6,Al Horford,23:19,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0
7,Sam Hauser,14:38,1.0,5.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
8,Payton Pritchard,12:42,4.0,8.0,0.5,2.0,6.0,0.333,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,-5.0
9,Neemias Queta,6:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,-10.0
10,Dalano Banton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Oshae Brissett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,JD Davison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Luke Kornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Drew Peterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jordan Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
