Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jarrett Allen,29:26,0.723,0.7,0.0,0.4,27.2,34.9,31.6,26.8,0.0,4.9,7.8,17.9,171.0,98.0,13.9
1,Max Strus,28:00,0.923,0.923,0.615,0.0,8.2,6.1,7.0,13.3,1.8,2.6,7.1,20.7,176.0,104.0,14.2
2,Donovan Mitchell,24:15,0.59,0.5,0.563,0.375,4.7,7.1,6.1,18.8,4.1,6.0,9.7,35.2,134.0,98.0,9.9
3,Dean Wade,20:06,0.333,0.333,0.333,0.0,0.0,12.8,7.3,4.6,0.0,0.0,0.0,6.2,106.0,109.0,-9.8
4,Isaac Okoro,19:30,1.125,1.125,0.25,0.0,0.0,8.8,5.0,16.7,2.5,0.0,0.0,8.5,229.0,104.0,8.6
6,Sam Merrill,28:32,0.5,0.5,0.818,0.0,4.0,12.0,8.6,21.4,0.0,0.0,0.0,15.9,149.0,109.0,-2.6
7,Georges Niang,27:54,0.631,0.591,0.636,0.182,4.1,21.5,14.0,3.8,0.0,0.0,0.0,17.6,153.0,106.0,-2.6
8,Caris LeVert,22:54,0.583,0.583,0.333,0.0,10.0,11.2,10.7,29.8,2.2,3.2,0.0,32.5,149.0,102.0,9.3
9,Tristan Thompson,18:34,0.421,0.429,0.0,0.429,18.5,27.7,23.7,22.4,0.0,3.9,26.5,25.2,98.0,101.0,-6.9
10,Craig Porter Jr.,14:37,0.735,0.8,0.0,0.2,7.8,11.7,10.1,24.1,0.0,0.0,15.5,18.2,140.0,110.0,1.3
11,Damian Jones,6:11,0.667,0.667,0.333,0.0,0.0,13.9,7.9,0.0,0.0,11.8,0.0,20.1,139.0,100.0,1.7
12,Ty Jerome,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
