Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Keldon Johnson,30:47,3.0,7.0,0.429,0.0,2.0,0.0,4.0,5.0,0.8,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,-16.0
1,Victor Wembanyama,24:56,7.0,17.0,0.412,2.0,5.0,0.4,6.0,7.0,0.857,4.0,7.0,11.0,2.0,6.0,4.0,3.0,4.0,22.0,-10.0
2,Malaki Branham,24:47,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,15.0,-15.0
3,Zach Collins,20:39,4.0,9.0,0.444,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,4.0,4.0,9.0,-14.0
4,Jeremy Sochan,17:10,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,-14.0
6,Devin Vassell,26:14,7.0,13.0,0.538,4.0,7.0,0.571,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,19.0,5.0
7,Tre Jones,22:20,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,2.0,10.0,14.0
8,Julian Champagnie,16:48,4.0,8.0,0.5,3.0,6.0,0.5,2.0,4.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,2.0
9,Cedi Osman,15:51,1.0,5.0,0.2,1.0,3.0,0.333,4.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,7.0,-9.0
10,Charles Bassey,15:15,3.0,5.0,0.6,0.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,6.0,2.0,0.0,1.0,1.0,3.0,9.0,-7.0
11,Doug McDermott,12:08,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.0
12,Devonte' Graham,6:32,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0
13,Sandro Mamukelashvili,6:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0
