Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Cade Cunningham,39:37,0.566,0.5,0.211,0.368,0.0,9.5,5.6,35.5,0.0,0.0,21.4,31.0,114.0,117.0,-5.4
1,Isaiah Stewart,33:46,0.457,0.429,0.214,0.214,8.1,19.5,14.9,0.0,0.0,0.0,11.5,22.4,98.0,112.0,-13.1
2,Jalen Duren,33:13,0.871,0.818,0.0,0.455,24.8,25.5,25.2,22.6,1.6,4.4,7.0,18.7,181.0,103.0,17.6
3,Ausar Thompson,31:15,0.514,0.429,0.286,0.571,13.2,27.1,21.4,19.0,1.7,2.4,18.6,15.1,123.0,104.0,2.4
4,Killian Hayes,22:40,0.6,0.6,0.6,0.0,6.1,0.0,2.5,20.8,2.3,0.0,16.7,11.6,139.0,115.0,1.1
6,Alec Burks,25:33,0.723,0.75,0.833,0.083,0.0,7.4,4.4,0.0,0.0,2.9,0.0,21.3,155.0,115.0,7.7
7,Jaden Ivey,21:58,0.583,0.583,0.333,0.0,0.0,0.0,0.0,17.1,2.4,0.0,25.0,15.9,107.0,115.0,-2.3
8,Marvin Bagley III,14:47,0.688,0.688,0.125,0.0,18.6,25.5,22.7,0.0,0.0,0.0,0.0,23.7,153.0,110.0,3.2
9,Joe Harris,10:31,0.75,0.75,1.0,0.0,0.0,8.9,5.3,11.3,0.0,0.0,33.3,12.5,108.0,117.0,-1.6
10,Marcus Sasser,5:58,0.5,0.5,0.5,0.0,23.0,31.5,28.1,21.8,0.0,0.0,0.0,14.7,150.0,108.0,3.0
11,Stanley Umude,0:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,-8.1
12,Malcolm Cazalon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jared Rhoden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,James Wiseman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
