Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Damian Lillard,36:05,6.0,18.0,0.333,2.0,8.0,0.25,9.0,10.0,0.9,1.0,1.0,2.0,5.0,3.0,0.0,2.0,3.0,23.0,-22.0
1,Giannis Antetokounmpo,35:43,8.0,13.0,0.615,1.0,2.0,0.5,9.0,13.0,0.692,0.0,11.0,11.0,8.0,3.0,1.0,3.0,2.0,26.0,-12.0
2,Khris Middleton,32:06,7.0,13.0,0.538,4.0,7.0,0.571,1.0,1.0,1.0,1.0,5.0,6.0,7.0,0.0,2.0,4.0,2.0,19.0,-15.0
3,Brook Lopez,28:22,6.0,11.0,0.545,2.0,4.0,0.5,2.0,3.0,0.667,3.0,2.0,5.0,1.0,0.0,0.0,2.0,3.0,16.0,-22.0
4,Malik Beasley,22:48,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,-17.0
6,MarJon Beauchamp,20:57,6.0,9.0,0.667,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,12.0,-1.0
7,Bobby Portis,20:19,4.0,10.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,3.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,9.0,-1.0
8,Pat Connaughton,14:11,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,-4.0
9,Andre Jackson Jr.,13:42,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,14.0
10,Cameron Payne,9:59,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,5.0
11,Thanasis Antetokounmpo,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
12,Chris Livingston,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
13,Robin Lopez,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
14,Lindell Wigginton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
