Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Terry Rozier,39:22,8.0,23.0,0.348,1.0,8.0,0.125,1.0,3.0,0.333,0.0,4.0,4.0,7.0,1.0,0.0,4.0,2.0,18.0,0.0
1,Miles Bridges,38:19,9.0,23.0,0.391,3.0,10.0,0.3,0.0,0.0,0.0,1.0,10.0,11.0,5.0,0.0,2.0,2.0,5.0,21.0,4.0
2,Nick Richards,33:19,5.0,6.0,0.833,0.0,0.0,0.0,3.0,4.0,0.75,2.0,8.0,10.0,2.0,0.0,1.0,1.0,2.0,13.0,-21.0
3,Gordon Hayward,23:51,3.0,8.0,0.375,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,8.0,-4.0
4,Bryce McGowens,21:56,4.0,6.0,0.667,0.0,1.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,10.0,-10.0
6,P.J. Washington,26:26,7.0,10.0,0.7,0.0,2.0,0.0,4.0,4.0,1.0,4.0,4.0,8.0,3.0,2.0,0.0,2.0,3.0,18.0,-4.0
7,Cody Martin,24:42,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,7.0,3.0
8,Ish Smith,15:51,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0
9,Nick Smith Jr.,12:21,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,-10.0
10,Nathan Mensah,3:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0
11,James Bouknight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,JT Thor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
