Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,39:10,0.515,0.385,0.385,0.615,2.5,22.6,11.3,10.5,0.0,2.3,19.5,20.9,102.0,119.0,-7.3
1,Nic Claxton,33:55,0.747,0.727,0.0,0.909,23.1,18.6,21.1,14.3,1.4,0.0,16.3,21.6,143.0,119.0,7.4
2,Spencer Dinwiddie,33:02,0.786,0.708,0.583,0.5,0.0,11.5,5.0,18.9,0.0,2.7,12.0,20.1,153.0,120.0,6.7
3,Cameron Johnson,32:08,0.3,0.3,0.667,0.0,3.0,7.9,5.2,8.2,1.5,0.0,0.0,18.6,92.0,120.0,-9.8
4,Dorian Finney-Smith,21:32,0.75,0.75,0.833,0.0,4.5,11.7,7.7,13.0,2.3,4.2,0.0,11.1,176.0,114.0,9.1
6,Dennis Smith Jr.,24:39,0.591,0.591,0.364,0.0,23.8,30.7,26.9,46.5,4.0,0.0,0.0,17.8,165.0,111.0,16.2
7,Cam Thomas,24:21,0.586,0.536,0.357,0.357,0.0,10.4,4.5,0.0,2.0,0.0,5.8,28.1,124.0,119.0,1.9
8,Royce O'Neale,16:18,0.625,0.625,0.5,0.0,12.0,15.5,13.5,16.8,3.0,0.0,55.6,22.0,70.0,115.0,-9.1
9,Day'Ron Sharpe,9:00,0.63,0.333,0.0,1.333,10.9,14.0,12.3,29.9,5.4,0.0,0.0,21.1,169.0,110.0,15.9
10,Lonnie Walker IV,5:55,0.0,0.0,0.5,0.0,0.0,21.3,9.3,0.0,8.3,0.0,0.0,13.5,0.0,104.0,-10.3
11,Harry Giles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Trendon Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
