Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,LeBron James,35:49,7.0,17.0,0.412,2.0,6.0,0.333,4.0,9.0,0.444,2.0,7.0,9.0,8.0,1.0,1.0,3.0,1.0,20.0,-6.0
1,Austin Reaves,32:21,10.0,19.0,0.526,3.0,8.0,0.375,5.0,7.0,0.714,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,28.0,-15.0
2,D'Angelo Russell,27:08,3.0,11.0,0.273,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,9.0,-11.0
3,Taurean Prince,24:48,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,7.0,-18.0
4,Jaxson Hayes,24:28,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,4.0,1.0,2.0,4.0,6.0,-11.0
6,Jarred Vanderbilt,25:41,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,2.0,0.0,2.0,2.0,12.0,-9.0
7,Rui Hachimura,23:29,7.0,11.0,0.636,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,16.0,-9.0
8,Christian Wood,22:07,4.0,7.0,0.571,0.0,1.0,0.0,1.0,2.0,0.5,1.0,7.0,8.0,2.0,0.0,0.0,0.0,2.0,9.0,-4.0
9,Max Christie,10:45,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,-5.0
10,Dylan Windler,3:21,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0
11,Jalen Hood-Schifino,3:21,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
12,Maxwell Lewis,3:21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
13,Skylar Mays,3:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
