Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Isaiah Stewart,37:41,7.0,17.0,0.412,1.0,6.0,0.167,1.0,2.0,0.5,4.0,2.0,6.0,4.0,1.0,2.0,3.0,4.0,16.0,19.0
1,Kevin Knox,32:52,1.0,7.0,0.143,1.0,4.0,0.25,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0
2,Jaden Ivey,32:28,9.0,18.0,0.5,2.0,7.0,0.286,4.0,7.0,0.571,1.0,6.0,7.0,6.0,0.0,3.0,5.0,0.0,24.0,3.0
3,Jalen Duren,26:00,8.0,8.0,1.0,0.0,0.0,0.0,4.0,5.0,0.8,2.0,17.0,19.0,4.0,0.0,1.0,2.0,3.0,20.0,8.0
4,Killian Hayes,24:29,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,4.0,-4.0
6,Alec Burks,28:37,11.0,17.0,0.647,8.0,12.0,0.667,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,34.0,18.0
7,Ausar Thompson,27:11,6.0,8.0,0.75,0.0,1.0,0.0,2.0,3.0,0.667,1.0,7.0,8.0,2.0,3.0,0.0,0.0,2.0,14.0,9.0
8,James Wiseman,14:44,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0
9,Marcus Sasser,11:08,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,6.0,9.0
10,Joe Harris,4:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.0
11,Bojan Bogdanović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Stanley Umude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
