Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,39:43,7.0,18.0,0.389,1.0,7.0,0.143,3.0,3.0,1.0,0.0,4.0,4.0,9.0,2.0,1.0,3.0,2.0,18.0,-11.0
1,Alperen Şengün,36:53,11.0,20.0,0.55,0.0,0.0,0.0,8.0,9.0,0.889,7.0,9.0,16.0,5.0,4.0,0.0,4.0,2.0,30.0,-8.0
2,Jabari Smith Jr.,33:58,4.0,11.0,0.364,0.0,5.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,4.0,10.0,-13.0
3,Dillon Brooks,22:02,4.0,9.0,0.444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,-15.0
4,Jalen Green,19:33,2.0,7.0,0.286,0.0,3.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,-19.0
6,Tari Eason,25:58,7.0,13.0,0.538,1.0,2.0,0.5,1.0,2.0,0.5,3.0,5.0,8.0,1.0,2.0,0.0,0.0,3.0,16.0,9.0
7,Aaron Holiday,25:04,6.0,10.0,0.6,3.0,6.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,15.0,9.0
8,Jae'Sean Tate,13:37,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0
9,Amen Thompson,12:27,3.0,5.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,7.0,9.0
10,Jeff Green,10:45,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0
11,Reggie Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nate Hinton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jock Landale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Boban Marjanović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Cam Whitmore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
