Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jonas Valančiūnas,37:06,11.0,16.0,0.688,2.0,4.0,0.5,5.0,6.0,0.833,4.0,9.0,13.0,4.0,0.0,2.0,2.0,3.0,29.0,5.0
1,CJ McCollum,35:05,7.0,18.0,0.389,3.0,9.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,2.0,0.0,19.0,4.0
2,Brandon Ingram,31:52,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,7.0,0.0,0.0,9.0,3.0,8.0,5.0
3,Zion Williamson,30:22,9.0,16.0,0.563,0.0,0.0,0.0,3.0,4.0,0.75,3.0,8.0,11.0,4.0,0.0,0.0,1.0,4.0,21.0,-1.0
4,Herbert Jones,27:49,3.0,4.0,0.75,1.0,2.0,0.5,4.0,6.0,0.667,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,11.0,2.0
6,Trey Murphy III,25:12,3.0,7.0,0.429,1.0,5.0,0.2,6.0,6.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,13.0,8.0
7,Jose Alvarado,21:12,1.0,6.0,0.167,1.0,3.0,0.333,5.0,6.0,0.833,1.0,7.0,8.0,1.0,1.0,1.0,1.0,3.0,8.0,9.0
8,Dyson Daniels,14:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
9,Naji Marshall,12:33,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-11.0
10,Jordan Hawkins,4:12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
11,Jeremiah Robinson-Earl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cody Zeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
