Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jerami Grant,39:24,0.533,0.472,0.333,0.333,2.7,2.6,2.6,8.6,4.9,0.0,16.2,25.7,97.0,112.0,-0.6
1,Shaedon Sharpe,36:54,0.418,0.395,0.263,0.158,2.9,13.8,8.5,14.0,2.6,0.0,12.9,26.0,84.0,111.0,-5.0
2,Malcolm Brogdon,33:42,0.37,0.348,0.261,0.13,6.3,18.2,12.4,63.2,2.9,3.0,7.6,32.1,99.0,107.0,4.2
3,Deandre Ayton,32:12,0.81,0.833,0.0,1.0,13.3,28.5,21.1,10.1,1.5,6.3,0.0,11.0,178.0,103.0,7.9
4,Toumani Camara,16:54,1.0,1.0,0.667,0.0,12.6,6.0,9.3,0.0,0.0,0.0,40.0,12.2,109.0,121.0,-5.2
6,Scoot Henderson,27:11,0.65,0.65,0.4,0.0,3.9,11.3,7.7,6.3,0.0,0.0,16.7,18.1,109.0,118.0,-5.1
7,Matisse Thybulle,25:43,0.512,0.375,1.0,0.5,0.0,4.0,2.0,5.3,7.5,4.0,29.1,11.0,81.0,103.0,2.0
8,Jabari Walker,15:48,0.667,0.667,0.333,0.0,0.0,19.4,9.9,0.0,0.0,0.0,25.0,10.4,91.0,113.0,-11.0
9,Duop Reath,12:12,0.3,0.3,0.8,0.0,0.0,0.0,0.0,0.0,7.9,0.0,16.7,20.2,53.0,106.0,-10.3
10,Moses Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Skylar Mays,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Justin Minaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Kris Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
