Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Edwards,33:04,0.537,0.5,0.364,0.227,0.0,8.5,4.9,38.1,4.3,4.5,11.0,36.4,112.0,94.0,6.7
1,Rudy Gobert,32:16,0.827,0.8,0.0,2.4,20.1,46.7,35.5,3.8,0.0,4.6,28.0,19.6,133.0,90.0,3.1
2,Karl-Anthony Towns,27:44,0.893,0.917,0.417,0.167,0.0,10.2,5.9,0.0,0.0,2.7,18.9,25.3,120.0,104.0,2.2
3,Jaden McDaniels,25:30,0.714,0.714,0.714,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,12.1,152.0,109.0,1.8
4,Mike Conley,21:29,1.2,1.2,1.0,0.0,0.0,17.5,10.2,24.8,2.2,0.0,0.0,10.3,227.0,99.0,14.9
6,Kyle Anderson,25:18,0.773,0.833,0.667,0.667,0.0,7.4,4.3,23.0,1.9,5.8,34.0,10.3,124.0,98.0,5.5
7,Naz Reid,21:46,0.563,0.563,0.5,0.0,6.0,13.0,10.0,0.0,2.2,0.0,0.0,16.3,117.0,100.0,-2.9
8,Shake Milton,18:59,0.53,0.5,0.556,0.111,0.0,19.8,11.5,7.2,4.9,0.0,17.5,26.6,89.0,92.0,-3.2
9,Nickeil Alexander-Walker,18:06,0.0,0.0,1.0,0.0,0.0,20.8,12.1,47.1,2.6,0.0,66.7,7.3,109.0,97.0,5.6
10,Troy Brown Jr.,4:54,0.4,0.4,0.2,0.0,26.5,0.0,11.1,0.0,0.0,0.0,0.0,45.1,93.0,109.0,-16.2
11,Luka Garza,4:54,0.512,0.5,0.0,0.5,26.5,19.2,22.3,0.0,0.0,0.0,0.0,44.0,114.0,103.0,-17.9
12,Josh Minott,3:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,109.0,-32.8
13,Daishen Nix,3:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,-5.7
