Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tobias Harris,34:45,0.455,0.318,0.273,0.455,6.7,14.9,10.6,10.9,4.6,2.5,0.0,17.1,131.0,116.0,-0.7
1,Tyrese Maxey,33:30,0.668,0.6,0.5,0.45,7.0,3.9,5.5,25.9,4.8,2.6,7.7,34.8,145.0,119.0,14.7
2,Kelly Oubre Jr.,32:15,0.845,0.813,0.5,0.25,3.6,12.1,7.6,8.6,0.0,2.7,0.0,12.4,188.0,127.0,3.2
3,Joel Embiid,30:50,0.671,0.568,0.091,0.5,3.8,25.2,14.0,13.4,7.0,0.0,3.6,40.6,148.0,110.0,16.0
4,Nicolas Batum,20:08,0.75,0.75,1.0,0.0,11.6,0.0,6.1,30.1,0.0,0.0,0.0,4.5,206.0,132.0,2.4
6,Patrick Beverley,28:26,0.357,0.357,0.429,0.0,4.1,22.8,13.0,17.5,1.9,6.1,12.5,12.7,105.0,118.0,-1.7
7,Marcus Morris,26:07,0.5,0.5,0.2,0.0,17.9,24.8,21.2,0.0,0.0,0.0,16.7,20.7,105.0,125.0,-10.9
8,Paul Reed,15:21,0.333,0.333,0.333,0.0,22.9,16.9,20.0,0.0,0.0,0.0,25.0,11.7,97.0,127.0,-18.2
9,Danuel House Jr.,11:22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,4.0,70.0,132.0,-11.6
10,Ricky Council IV,1:49,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,122.0,132.0,-19.0
11,Furkan Korkmaz,1:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.9,0.0,0.0,0.0,0.0,231.0,133.0,11.0
12,KJ Martin,1:49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,200.0,132.0,3.1
13,Terquavion Smith,1:49,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,300.0,133.0,114.1
