Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,De'Anthony Melton,36:45,0.793,0.769,0.538,0.154,2.8,11.6,7.2,3.8,2.7,0.0,6.7,17.1,155.0,98.0,9.0
1,Tyrese Maxey,34:23,0.595,0.583,0.333,0.167,3.0,15.5,9.2,8.6,0.0,3.0,4.9,25.0,125.0,101.0,4.6
2,Tobias Harris,32:53,0.469,0.457,0.217,0.043,3.2,19.5,11.2,9.6,1.5,0.0,0.0,30.2,108.0,99.0,1.7
3,Paul Reed,31:31,0.609,0.591,0.091,0.273,16.6,16.9,16.7,12.7,1.6,9.9,14.0,19.2,127.0,93.0,6.8
4,Kelly Oubre Jr.,28:40,0.254,0.214,0.571,0.286,3.6,11.2,7.4,3.9,3.5,7.3,11.3,13.1,64.0,92.0,-2.4
6,Marcus Morris,21:45,0.457,0.429,0.214,0.214,0.0,14.7,7.3,0.0,0.0,0.0,0.0,29.8,100.0,103.0,-8.1
7,Patrick Beverley,16:39,0.635,0.571,0.143,0.286,0.0,25.6,12.7,17.2,3.0,6.3,11.3,22.6,125.0,89.0,8.5
8,Mo Bamba,16:18,0.0,0.0,0.0,0.0,12.8,32.7,22.7,6.5,3.1,6.4,50.0,5.2,74.0,87.0,-1.8
9,Robert Covington,11:26,0.41,0.5,0.5,0.5,0.0,9.3,4.6,20.6,8.7,0.0,29.1,12.7,82.0,85.0,3.8
10,Danuel House Jr.,7:10,0.0,0.0,0.0,0.0,14.6,0.0,7.4,0.0,0.0,0.0,100.0,5.9,53.0,108.0,-9.8
11,KJ Martin,1:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,-6.4
12,Jaden Springer,1:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.8,0.0,108.0,-44.7
13,Furkan Korkmaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
