Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jalen Williams,37:46,0.794,0.781,0.25,0.5,0.0,3.0,1.5,4.9,2.8,0.0,4.9,26.1,146.0,112.0,8.1
1,Shai Gilgeous-Alexander,36:50,0.686,0.636,0.227,0.364,0.0,21.2,10.9,22.6,1.4,2.4,3.8,34.6,135.0,105.0,11.2
2,Chet Holmgren,33:07,0.738,0.65,0.6,0.5,0.0,20.2,10.4,17.7,0.0,5.4,0.0,17.7,155.0,108.0,9.9
3,Luguentz Dort,33:01,0.383,0.3,0.5,0.4,7.1,13.5,10.4,4.1,3.2,2.7,0.0,17.1,95.0,105.0,-5.8
4,Josh Giddey,31:57,0.417,0.417,0.083,0.0,11.0,10.5,10.7,46.2,3.3,5.6,25.0,24.0,98.0,105.0,5.1
6,Cason Wallace,16:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,2.9,54.0,120.0,-11.6
7,Isaiah Joe,16:23,0.5,0.5,0.667,0.0,0.0,6.8,3.5,7.9,3.2,5.4,0.0,8.8,109.0,107.0,1.9
8,Jaylin Williams,12:40,0.5,0.5,1.0,0.0,9.2,26.4,18.0,0.0,0.0,7.0,25.0,15.2,86.0,104.0,-3.5
9,Aaron Wiggins,12:29,0.25,0.25,0.0,0.0,0.0,17.9,9.2,10.6,4.2,0.0,0.0,15.4,64.0,102.0,-7.5
10,Ousmane Dieng,6:23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,120.0,-14.9
11,Dāvis Bertāns,2:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,-8.7
12,Tre Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Vasilije Micić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Aleksej Pokusevski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
