Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Karl-Anthony Towns,36:09,0.542,0.5,0.105,0.263,0.0,27.0,15.2,12.8,2.7,4.8,15.9,30.0,96.0,93.0,0.3
1,Anthony Edwards,35:48,0.652,0.614,0.409,0.182,6.4,9.9,8.4,28.5,2.7,0.0,7.8,31.0,130.0,103.0,13.3
2,Rudy Gobert,31:12,0.732,0.75,0.0,0.25,11.0,22.8,17.6,13.7,0.0,8.4,18.4,15.0,129.0,99.0,5.0
3,Nickeil Alexander-Walker,28:44,0.583,0.583,0.667,0.0,8.0,12.4,10.4,17.6,0.0,3.0,0.0,9.0,146.0,107.0,1.4
4,Mike Conley,22:44,0.5,0.5,0.4,0.0,0.0,0.0,0.0,43.6,6.5,0.0,16.7,11.4,125.0,100.0,7.8
6,Kyle Anderson,28:10,0.451,0.5,0.0,0.667,4.1,12.6,8.9,13.5,0.0,3.1,20.5,14.9,88.0,107.0,-5.3
7,Naz Reid,21:34,0.484,0.5,0.308,0.077,5.3,12.4,9.3,0.0,6.8,4.0,0.0,26.8,99.0,91.0,4.2
8,Shake Milton,20:40,0.622,0.5,0.429,0.857,0.0,0.0,0.0,6.4,0.0,0.0,0.0,20.1,136.0,114.0,-1.3
9,Troy Brown Jr.,7:15,0.0,0.0,0.0,0.0,15.8,0.0,6.9,0.0,0.0,0.0,0.0,5.9,69.0,114.0,-10.8
10,Luka Garza,1:56,0.266,0.0,1.0,2.0,0.0,46.0,25.9,0.0,0.0,0.0,34.7,64.1,37.0,92.0,-45.1
11,Leonard Miller,1:56,0.0,0.0,0.0,0.0,0.0,100.0,77.6,0.0,0.0,0.0,0.0,0.0,0.0,46.0,-5.7
12,Josh Minott,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,-17.3
13,Wendell Moore Jr.,1:56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,114.0,-29.0
