Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,35:24,11.0,24.0,0.458,2.0,3.0,0.667,9.0,11.0,0.818,1.0,12.0,13.0,8.0,0.0,0.0,2.0,2.0,33.0,2.0
1,Jalen Williams,34:36,9.0,12.0,0.75,1.0,1.0,1.0,2.0,5.0,0.4,1.0,2.0,3.0,6.0,4.0,0.0,2.0,4.0,21.0,3.0
2,Luguentz Dort,29:03,3.0,7.0,0.429,2.0,3.0,0.667,6.0,6.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,14.0,11.0
3,Chet Holmgren,24:34,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,12.0,-1.0
4,Josh Giddey,22:22,3.0,7.0,0.429,2.0,3.0,0.667,1.0,2.0,0.5,2.0,1.0,3.0,4.0,1.0,0.0,2.0,1.0,9.0,1.0
6,Aaron Wiggins,21:14,6.0,7.0,0.857,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,13.0,-7.0
7,Lindy Waters III,20:08,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,5.0
8,Cason Wallace,19:55,5.0,9.0,0.556,3.0,7.0,0.429,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,15.0,-16.0
9,Isaiah Joe,17:43,4.0,8.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,-3.0
10,Jaylin Williams,15:01,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,-10.0
11,Dāvis Bertāns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Tre Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Vasilije Micić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Olivier Sarr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Kenrich Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
