Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brandin Podziemski,28:57,3.0,9.0,0.333,2.0,5.0,0.4,2.0,2.0,1.0,3.0,4.0,7.0,5.0,1.0,0.0,1.0,2.0,10.0,16.0
1,Jonathan Kuminga,27:11,9.0,11.0,0.818,1.0,2.0,0.5,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,22.0,9.0
2,Klay Thompson,27:07,8.0,17.0,0.471,4.0,10.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,20.0,7.0
3,Stephen Curry,26:54,9.0,18.0,0.5,8.0,13.0,0.615,4.0,5.0,0.8,0.0,4.0,4.0,7.0,0.0,1.0,2.0,0.0,30.0,-1.0
4,Kevon Looney,11:16,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
6,Chris Paul,25:02,2.0,7.0,0.286,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,10.0,1.0,0.0,1.0,2.0,4.0,27.0
7,Trayce Jackson-Davis,24:34,5.0,7.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,3.0,0.0,1.0,1.0,2.0,10.0,10.0
8,Dario Šarić,20:12,5.0,11.0,0.455,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,13.0,17.0
9,Moses Moody,18:39,1.0,4.0,0.25,0.0,3.0,0.0,3.0,4.0,0.75,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,5.0,8.0
10,Cory Joseph,13:30,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,-7.0
11,Gui Santos,6:05,2.0,3.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,-12.0
12,Lester Quinones,6:05,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,-12.0
13,Usman Garuba,2:14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0
14,Jerome Robinson,2:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
