Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,John Collins,24:59,0.582,0.583,0.417,0.167,6.9,10.1,8.2,7.3,1.9,3.4,7.2,22.4,111.0,126.0,1.5
1,Jordan Clarkson,24:12,0.371,0.333,0.333,0.111,0.0,0.0,0.0,12.4,1.9,0.0,17.5,19.1,70.0,130.0,-11.5
2,Lauri Markkanen,22:33,0.5,0.5,0.7,0.0,3.8,39.2,18.1,0.0,2.1,0.0,0.0,17.9,103.0,124.0,-1.8
3,Keyonte George,21:20,0.379,0.318,0.455,0.182,4.0,11.8,7.2,14.4,2.2,0.0,14.4,26.2,77.0,128.0,-9.1
4,Ochai Agbaji,17:14,0.0,0.0,0.6,0.0,5.0,14.7,8.9,0.0,0.0,0.0,16.7,14.0,11.0,132.0,-22.2
6,Simone Fontecchio,27:08,0.917,0.917,0.833,0.0,6.3,9.3,7.5,0.0,0.0,3.1,14.3,10.4,143.0,131.0,0.8
7,Kelly Olynyk,24:22,0.258,0.167,0.667,0.667,7.0,15.6,10.5,27.3,0.0,0.0,20.5,16.2,74.0,132.0,-11.1
8,Talen Horton-Tucker,23:15,0.255,0.1,0.5,0.4,0.0,16.3,6.6,40.2,4.0,3.6,7.8,22.1,78.0,120.0,-2.0
9,Collin Sexton,21:39,0.636,0.636,0.273,0.0,0.0,17.5,7.1,35.9,0.0,0.0,8.3,22.3,121.0,132.0,3.2
10,Omer Yurtseven,16:45,0.731,0.727,0.091,0.273,20.5,15.1,18.3,19.0,0.0,0.0,0.0,29.7,152.0,132.0,14.1
11,Luka Šamanić,8:49,0.0,0.0,0.667,0.0,0.0,43.0,17.4,14.3,0.0,0.0,25.0,18.3,14.0,128.0,-20.1
12,Kris Dunn,7:44,0.625,0.625,0.25,0.0,0.0,0.0,0.0,48.5,0.0,0.0,33.3,31.3,88.0,135.0,-5.1
