Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jimmy Butler,35:23,7.0,16.0,0.438,1.0,1.0,1.0,4.0,5.0,0.8,0.0,2.0,2.0,8.0,1.0,0.0,0.0,2.0,19.0,5.0
1,Orlando Robinson,33:28,5.0,9.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,3.0,9.0,12.0,4.0,3.0,1.0,1.0,3.0,15.0,27.0
2,Duncan Robinson,32:08,9.0,19.0,0.474,3.0,10.0,0.3,0.0,0.0,0.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,1.0,21.0,33.0
3,Caleb Martin,31:01,9.0,16.0,0.563,4.0,7.0,0.571,2.0,4.0,0.5,2.0,10.0,12.0,3.0,0.0,1.0,0.0,1.0,24.0,17.0
4,Kyle Lowry,27:33,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,3.0,7.0
6,Jaime Jaquez Jr.,32:07,6.0,13.0,0.462,1.0,4.0,0.25,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,15.0,-16.0
7,Josh Richardson,30:29,2.0,6.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,7.0,-7.0
8,Kevin Love,14:32,2.0,5.0,0.4,1.0,4.0,0.25,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,8.0,-18.0
9,Nikola Jović,3:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-3.0
10,Thomas Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jamal Cain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Haywood Highsmith,Not With Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
