Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Domantas Sabonis,34:43,13.0,15.0,0.867,0.0,2.0,0.0,6.0,10.0,0.6,3.0,10.0,13.0,6.0,0.0,0.0,1.0,2.0,32.0,16.0
1,Harrison Barnes,33:58,4.0,11.0,0.364,1.0,7.0,0.143,3.0,3.0,1.0,2.0,2.0,4.0,6.0,1.0,0.0,3.0,1.0,12.0,17.0
2,Chris Duarte,32:32,5.0,8.0,0.625,3.0,4.0,0.75,0.0,0.0,0.0,0.0,8.0,8.0,4.0,2.0,0.0,1.0,3.0,13.0,6.0
3,Keegan Murray,32:31,7.0,13.0,0.538,2.0,7.0,0.286,1.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,5.0,17.0,21.0
4,De'Aaron Fox,31:14,10.0,20.0,0.5,6.0,10.0,0.6,4.0,5.0,0.8,1.0,3.0,4.0,7.0,3.0,0.0,0.0,1.0,30.0,2.0
6,Malik Monk,18:00,4.0,9.0,0.444,4.0,6.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,12.0,9.0
7,Sasha Vezenkov,13:06,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,2.0
8,JaVale McGee,9:21,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0
9,Keon Ellis,9:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
10,Kessler Edwards,8:57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Davion Mitchell,8:32,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
12,Colby Jones,3:56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0
13,Jalen Slawson,3:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
14,Filip Petrušev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
