Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,32:09,4.0,11.0,0.364,2.0,6.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,11.0,-27.0
1,Alperen Şengün,30:30,7.0,14.0,0.5,1.0,1.0,1.0,0.0,2.0,0.0,4.0,6.0,10.0,1.0,1.0,1.0,3.0,4.0,15.0,-14.0
2,Jalen Green,29:53,3.0,15.0,0.2,0.0,5.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,7.0,0.0,1.0,2.0,2.0,8.0,-19.0
3,Dillon Brooks,28:24,2.0,7.0,0.286,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,7.0,-18.0
4,Jabari Smith Jr.,18:58,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,-14.0
6,Amen Thompson,19:41,2.0,7.0,0.286,0.0,0.0,0.0,4.0,6.0,0.667,3.0,4.0,7.0,2.0,1.0,0.0,0.0,1.0,8.0,-11.0
7,Cam Whitmore,19:05,4.0,13.0,0.308,3.0,8.0,0.375,3.0,6.0,0.5,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,14.0,-16.0
8,Jeff Green,15:59,1.0,3.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,-8.0
9,Aaron Holiday,15:46,1.0,3.0,0.333,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,5.0,10.0
10,Jae'Sean Tate,9:30,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,-6.0
11,Jock Landale,6:37,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
12,Reggie Bullock,4:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
13,Nate Hinton,4:16,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,7.0
14,Jermaine Samuels,4:16,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
15,Boban Marjanović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
