Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Grant Williams,37:47,0.636,0.636,0.909,0.0,8.1,11.8,9.9,5.7,0.0,2.6,8.3,12.8,131.0,127.0,1.4
1,Luka Dončić,35:19,0.63,0.654,0.346,0.154,2.9,25.3,13.6,40.0,0.0,0.0,9.8,35.0,125.0,128.0,10.7
2,Kyrie Irving,33:42,0.634,0.603,0.345,0.138,3.0,9.9,6.3,30.3,1.4,0.0,6.1,39.1,129.0,126.0,10.0
3,Dereck Lively II,23:54,0.75,0.75,0.0,0.0,12.8,32.7,22.3,8.9,0.0,4.1,42.9,11.8,107.0,123.0,-4.9
4,Derrick Jones Jr.,19:14,0.0,0.0,0.286,0.0,10.6,34.8,22.2,4.9,0.0,0.0,22.2,18.8,27.0,127.0,-21.3
6,Tim Hardaway Jr.,26:19,0.589,0.571,0.714,0.071,0.0,8.5,4.1,9.1,0.0,0.0,6.5,23.6,116.0,129.0,0.6
7,Dwight Powell,23:36,0.615,0.5,0.0,0.5,0.0,14.2,6.8,4.2,0.0,0.0,0.0,4.2,144.0,129.0,-6.7
8,Josh Green,19:44,0.5,0.5,1.0,0.0,5.2,17.0,10.8,15.0,0.0,0.0,0.0,6.1,147.0,128.0,-0.8
9,Dante Exum,11:17,0.6,0.6,0.4,0.0,0.0,9.9,4.7,11.1,0.0,0.0,0.0,17.8,128.0,129.0,-1.2
10,Seth Curry,9:07,0.5,0.5,0.5,0.0,0.0,12.2,5.9,0.0,0.0,0.0,0.0,8.8,103.0,129.0,-6.7
11,Jaden Hardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Richaun Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Markieff Morris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Olivier-Maxence Prosper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
