Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,44:32,0.563,0.55,0.5,0.15,0.0,21.6,11.1,35.6,0.0,0.0,12.3,22.8,118.0,116.0,0.7
1,Alperen Şengün,40:46,0.606,0.639,0.167,0.333,18.6,23.6,21.2,24.1,2.3,2.5,22.5,27.3,108.0,108.0,4.2
2,Dillon Brooks,39:06,0.612,0.577,0.154,0.154,0.0,6.2,3.2,6.4,1.2,0.0,12.6,17.0,112.0,117.0,-3.2
3,Jalen Green,37:49,0.55,0.55,0.3,0.0,3.3,12.7,8.1,14.8,0.0,0.0,9.1,24.3,110.0,118.0,-1.1
4,Jabari Smith Jr.,37:10,0.366,0.375,0.5,0.25,13.6,16.2,14.9,0.0,1.3,0.0,10.1,22.2,80.0,114.0,-10.8
6,Jeff Green,20:37,1.025,1.0,0.0,0.5,0.0,5.8,3.0,6.2,0.0,0.0,0.0,9.9,212.0,120.0,5.3
7,Jae'Sean Tate,13:54,0.615,0.5,0.5,0.5,0.0,0.0,0.0,0.0,10.3,0.0,29.1,10.3,87.0,98.0,3.2
8,Amen Thompson,12:48,0.41,0.5,0.25,0.5,0.0,9.4,4.8,28.4,0.0,8.0,17.0,19.2,89.0,115.0,-0.6
9,Reggie Bullock,10:51,0.0,0.0,1.0,0.0,0.0,33.3,17.0,0.0,0.0,0.0,50.0,7.7,0.0,113.0,-13.8
10,Boban Marjanović,7:27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,11.2,203.0,121.0,9.1
11,Aaron Holiday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jermaine Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Cam Whitmore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jeenathan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
