Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Chet Holmgren,30:08,7.0,13.0,0.538,2.0,4.0,0.5,1.0,3.0,0.333,4.0,5.0,9.0,4.0,1.0,3.0,3.0,3.0,17.0,11.0
1,Shai Gilgeous-Alexander,29:28,9.0,15.0,0.6,2.0,2.0,1.0,12.0,12.0,1.0,2.0,4.0,6.0,10.0,2.0,1.0,4.0,3.0,32.0,20.0
2,Jalen Williams,29:17,6.0,12.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,0.0,5.0,5.0,7.0,2.0,0.0,0.0,3.0,13.0,13.0
3,Luguentz Dort,25:22,1.0,6.0,0.167,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,12.0
4,Josh Giddey,22:05,6.0,13.0,0.462,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,4.0,0.0,0.0,2.0,1.0,12.0,1.0
6,Cason Wallace,22:36,5.0,7.0,0.714,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,4.0,13.0,14.0
7,Aaron Wiggins,18:32,9.0,11.0,0.818,4.0,6.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,22.0,6.0
8,Vasilije Micić,13:47,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,10.0
9,Isaiah Joe,12:49,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,17.0
10,Jaylin Williams,11:05,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,17.0
11,Kenrich Williams,10:19,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,21.0
12,Dāvis Bertāns,5:02,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,-4.0
13,Aleksej Pokusevski,4:45,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0
14,Keyontae Johnson,4:45,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0
