Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyrese Maxey,41:06,0.801,0.759,0.333,0.407,0.0,5.8,2.8,4.3,0.0,2.3,0.0,34.7,162.0,137.0,11.9
1,Kelly Oubre Jr.,39:35,0.538,0.536,0.429,0.143,2.8,9.1,5.8,6.1,2.6,7.1,0.0,16.8,119.0,127.0,-1.9
2,Tobias Harris,39:03,0.64,0.619,0.238,0.095,5.7,9.2,7.4,27.7,1.3,2.4,0.0,25.1,145.0,134.0,4.1
3,Paul Reed,27:39,0.371,0.333,0.111,0.111,16.1,26.0,20.9,16.6,1.8,6.8,9.6,16.9,110.0,126.0,-4.2
4,Danuel House Jr.,19:03,0.753,0.5,0.5,1.5,5.9,6.3,6.1,17.0,2.7,4.9,0.0,7.8,185.0,129.0,3.6
6,Jaden Springer,19:18,0.375,0.375,0.5,0.0,0.0,6.2,3.0,11.2,2.6,0.0,0.0,9.3,103.0,133.0,-8.9
7,Patrick Beverley,18:19,1.389,1.5,1.0,1.0,0.0,26.2,12.6,31.4,0.0,0.0,41.0,11.9,162.0,134.0,5.6
8,Mo Bamba,17:58,0.286,0.286,0.286,0.0,6.2,53.4,29.0,0.0,0.0,15.7,12.5,19.9,63.0,117.0,-13.3
9,Furkan Korkmaz,12:31,0.357,0.357,0.571,0.0,0.0,19.2,9.2,19.5,0.0,0.0,0.0,25.0,91.0,136.0,-13.9
10,KJ Martin,5:28,0.0,0.0,0.0,0.0,20.4,0.0,10.6,18.7,0.0,0.0,0.0,8.2,109.0,140.0,-9.1
11,Ricky Council IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terquavion Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
