Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,29:16,6.0,21.0,0.286,3.0,7.0,0.429,9.0,9.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,2.0,4.0,24.0,12.0
1,Jalen Williams,29:03,6.0,13.0,0.462,2.0,3.0,0.667,2.0,2.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,2.0,3.0,16.0,7.0
2,Chet Holmgren,27:06,4.0,7.0,0.571,0.0,2.0,0.0,5.0,5.0,1.0,1.0,9.0,10.0,2.0,0.0,2.0,4.0,2.0,13.0,-1.0
3,Josh Giddey,26:07,8.0,14.0,0.571,3.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,0.0,3.0,1.0,19.0,-3.0
4,Luguentz Dort,23:56,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,-1.0
6,Cason Wallace,25:35,4.0,7.0,0.571,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,10.0,22.0
7,Isaiah Joe,25:03,7.0,7.0,1.0,7.0,7.0,1.0,2.0,3.0,0.667,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,23.0,21.0
8,Vasilije Micić,21:21,1.0,5.0,0.2,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,3.0,5.0,18.0
9,Kenrich Williams,17:36,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,3.0,6.0,16.0
10,Aaron Wiggins,11:05,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0
11,Jaylin Williams,3:52,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
12,Dāvis Bertāns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Tre Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Aleksej Pokusevski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
