Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Dennis Schröder,36:55,0.666,0.591,0.364,0.364,0.0,7.6,4.4,20.9,1.3,2.2,13.6,17.2,134.0,128.0,-3.0
1,OG Anunoby,36:38,0.846,0.846,0.385,0.0,6.9,7.7,7.4,10.7,1.3,0.0,13.3,17.6,144.0,130.0,-0.1
2,Pascal Siakam,36:15,0.747,0.763,0.316,0.368,3.5,15.6,10.4,27.2,0.0,0.0,8.3,28.6,142.0,131.0,6.8
3,Scottie Barnes,34:02,0.881,0.893,0.286,0.214,3.7,24.9,15.8,24.5,0.0,2.4,16.4,23.2,146.0,126.0,7.3
4,Jakob Poeltl,31:54,0.651,0.625,0.0,1.0,15.8,26.6,22.0,21.3,0.0,7.7,8.0,16.9,151.0,121.0,3.7
6,Gary Trent Jr.,20:04,0.545,0.545,0.727,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,23.6,110.0,136.0,-7.3
7,Malachi Flynn,17:28,0.0,0.0,0.75,0.0,0.0,10.8,6.2,44.0,0.0,0.0,33.3,14.8,82.0,132.0,-12.6
8,Precious Achiuwa,17:03,0.595,0.5,0.6,0.4,7.4,33.1,22.1,6.3,2.8,9.5,25.4,19.9,101.0,112.0,-0.6
9,Chris Boucher,9:41,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,8.9,99.0,123.0,-4.3
10,Gradey Dick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen McDaniels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Otto Porter Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
