Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bojan Bogdanović,38:49,0.56,0.462,0.538,0.692,6.7,20.1,13.4,15.1,2.5,0.0,19.1,24.7,105.0,125.0,-5.7
1,Jaden Ivey,35:11,0.747,0.682,0.545,0.909,0.0,22.1,11.1,31.0,0.0,4.4,16.3,24.0,136.0,126.0,5.0
2,Cade Cunningham,33:24,0.506,0.475,0.25,0.2,0.0,11.7,5.8,33.1,0.0,0.0,8.4,32.6,105.0,131.0,-9.2
3,Isaiah Stewart,32:39,1.111,1.111,0.556,0.0,4.0,15.9,9.9,27.0,1.5,2.4,0.0,12.6,219.0,125.0,14.9
4,Ausar Thompson,31:02,0.421,0.357,0.429,0.429,4.2,16.7,10.5,8.6,1.6,0.0,0.0,12.3,106.0,127.0,-6.1
6,Kevin Knox,24:00,1.087,1.083,0.5,0.167,0.0,5.4,2.7,0.0,0.0,0.0,0.0,12.3,203.0,132.0,4.4
7,Alec Burks,16:25,0.313,0.313,0.625,0.0,0.0,7.9,4.0,17.6,3.0,0.0,11.1,25.1,69.0,125.0,-14.1
8,Marvin Bagley III,15:21,0.512,0.5,0.0,0.5,16.9,25.4,21.1,0.0,0.0,0.0,17.0,17.6,102.0,129.0,-10.4
9,Joe Harris,6:52,0.0,0.0,0.0,0.0,0.0,18.9,9.4,0.0,0.0,0.0,0.0,0.0,0.0,130.0,-7.3
10,Marcus Sasser,6:17,0.0,0.0,1.0,0.0,0.0,20.6,10.3,0.0,0.0,0.0,66.7,21.9,0.0,130.0,-38.5
11,Killian Hayes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Isaiah Livers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,James Wiseman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
