Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyler Herro,40:18,10.0,20.0,0.5,5.0,12.0,0.417,3.0,3.0,1.0,1.0,5.0,6.0,6.0,1.0,0.0,3.0,2.0,28.0,-1.0
1,Bam Adebayo,35:01,10.0,23.0,0.435,0.0,0.0,0.0,7.0,9.0,0.778,3.0,4.0,7.0,2.0,1.0,2.0,3.0,1.0,27.0,0.0
2,Jimmy Butler,33:41,3.0,11.0,0.273,0.0,0.0,0.0,8.0,9.0,0.889,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,14.0,0.0
3,Kyle Lowry,31:49,5.0,7.0,0.714,3.0,4.0,0.75,0.0,0.0,0.0,1.0,7.0,8.0,5.0,0.0,1.0,1.0,3.0,13.0,-1.0
4,Kevin Love,20:32,3.0,7.0,0.429,2.0,4.0,0.5,1.0,2.0,0.5,2.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,9.0,13.0
6,Duncan Robinson,24:19,3.0,7.0,0.429,3.0,6.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,-12.0
7,Dru Smith,23:07,3.0,6.0,0.5,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,9.0,-18.0
8,Jaime Jaquez Jr.,14:19,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-8.0
9,Thomas Bryant,12:59,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,-8.0
10,Jamal Cain,3:55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-5.0
11,R.J. Hampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nikola Jović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Caleb Martin,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Orlando Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
