Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,James Harden,34.0,51,51.0,1765,257,579,0.444,142,343,0.414,115,236,0.487,0.566,228,259,0.88,23,240,263,421,58,45,132,100,884
2.0,Paul George,33.0,52,52.0,1758,405,889,0.456,169,428,0.395,236,461,0.512,0.551,172,190,0.905,28,250,278,190,83,20,106,150,1151
3.0,Kawhi Leonard,32.0,51,51.0,1750,458,868,0.528,114,258,0.442,344,610,0.564,0.593,190,213,0.892,60,255,315,187,88,44,89,77,1220
4.0,Norman Powell,30.0,55,1.0,1404,266,539,0.494,120,263,0.456,146,276,0.529,0.605,98,117,0.838,10,129,139,54,28,19,49,98,750
5.0,Russell Westbrook,35.0,56,10.0,1285,252,557,0.452,37,136,0.272,215,421,0.511,0.486,86,129,0.667,79,213,292,252,62,21,117,97,627
6.0,Terance Mann,27.0,50,46.0,1270,152,323,0.471,47,146,0.322,105,177,0.593,0.543,43,56,0.768,65,107,172,94,27,11,33,92,394
7.0,Ivica Zubac,26.0,46,46.0,1229,235,359,0.655,0,0,,235,359,0.655,0.655,80,120,0.667,140,295,435,60,11,58,54,130,550
8.0,Amir Coffey,26.0,44,8.0,809,95,178,0.534,37,87,0.425,58,91,0.637,0.638,42,47,0.894,17,58,75,37,22,6,18,58,269
9.0,Daniel Theis,31.0,40,1.0,677,104,190,0.547,16,39,0.41,88,151,0.583,0.589,31,43,0.721,61,88,149,41,18,36,28,95,255
10.0,Mason Plumlee,33.0,25,9.0,421,56,87,0.644,0,0,,56,87,0.644,0.644,46,66,0.697,35,104,139,30,8,8,16,38,158
11.0,Kobe Brown,24.0,32,0.0,279,23,62,0.371,12,39,0.308,11,23,0.478,0.468,1,2,0.5,10,34,44,17,6,3,7,40,59
12.0,Bones Hyland,23.0,19,2.0,251,44,120,0.367,20,64,0.313,24,56,0.429,0.45,10,12,0.833,3,14,17,33,10,1,23,27,118
13.0,P.J. Tucker,38.0,14,0.0,192,4,15,0.267,3,11,0.273,1,4,0.25,0.367,3,3,1.0,16,16,32,8,6,1,2,28,14
14.0,Brandon Boston Jr.,22.0,18,0.0,124,24,60,0.4,6,20,0.3,18,40,0.45,0.45,11,12,0.917,7,8,15,5,2,2,7,16,65
15.0,Robert Covington,33.0,3,3.0,69,3,9,0.333,2,8,0.25,1,1,1.0,0.444,1,2,0.5,2,6,8,7,6,2,0,7,9
16.0,Moussa Diabaté,22.0,10,0.0,58,9,18,0.5,0,0,,9,18,0.5,0.5,9,12,0.75,14,6,20,4,4,0,2,4,27
17.0,Nicolas Batum,35.0,3,0.0,54,3,8,0.375,2,7,0.286,1,1,1.0,0.5,0,0,,0,7,7,5,3,4,1,5,8
18.0,KJ Martin,23.0,2,0.0,31,4,10,0.4,1,5,0.2,3,5,0.6,0.45,1,2,0.5,1,2,3,1,2,1,2,3,10
19.0,Jordan Miller,24.0,5,0.0,21,4,6,0.667,1,1,1.0,3,5,0.6,0.75,2,2,1.0,2,2,4,0,0,0,1,2,11
20.0,Xavier Moon,29.0,2,0.0,12,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,2,2,3,0,0,1,1,2
21.0,Joshua Primo,21.0,1,0.0,5,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,0,0,0,0,1,3,0,2
,,,56,,13465,2400,4881,0.492,729,1857,0.393,1671,3024,0.553,0.566,1054,1287,0.819,573,1836,2409,1449,444,283,737,1068,6583
