Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Rk,Player,Age,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
1,James Harden,34,51,1765,67%,33%,,,,9.2,11.1,76,37,51,13,100,6,984,20,30
2,Paul George,33,52,1758,,,4%,85%,11%,10.0,13.6,58,21,65,17,77,15,451,22,37
3,Kawhi Leonard,32,51,1750,,5%,60%,32%,2%,9.4,11.7,39,29,37,10,90,9,462,27,20
4,Norman Powell,30,55,1404,1%,71%,28%,,,5.9,1.2,23,13,51,4,51,5,129,9,25
5,Russell Westbrook,35,56,1285,94%,6%,,,,3.1,-4.2,77,28,37,5,64,6,568,16,37
6,Terance Mann,27,50,1270,2%,68%,28%,2%,,3.7,-2.9,13,14,30,6,27,7,225,6,17
7,Ivica Zubac,26,46,1229,,,,,100%,7.5,4.1,20,13,94,17,57,2,148,8,32
8,Amir Coffey,26,44,809,,2%,72%,25%,1%,-0.9,-8.9,8,5,34,4,22,7,95,8,9
9,Daniel Theis,31,40,677,,,,,100%,2.8,-3.4,7,6,58,10,16,2,99,3,21
10,Mason Plumlee,33,25,421,,,,,100%,2.2,-3.7,8,5,23,3,35,3,71,8,8
11,Kobe Brown,24,32,279,,,,89%,11%,-8.7,-15.6,1,3,23,2,1,1,40,0,4
12,Bones Hyland,23,19,251,100%,,,,,-7.0,-13.6,11,4,7,4,5,0,76,0,9
13,P.J. Tucker,38,14,192,,,49%,43%,8%,-4.8,-10.9,1,0,12,0,2,3,21,1,1
14,Brandon Boston Jr.,22,18,124,2%,37%,38%,19%,4%,-22.7,-29.3,0,4,11,1,3,1,12,0,4
15,Robert Covington,33,3,69,,,96%,4%,,32.8,28.2,0,0,3,0,1,1,19,0,0
16,Moussa Diabaté,22,10,58,,,,,100%,2.9,-2.4,1,0,2,0,4,1,11,0,3
17,Nicolas Batum,35,3,54,,,,68%,32%,-1.9,-7.4,1,0,0,0,0,0,13,0,0
18,KJ Martin,23,2,31,,28%,72%,,,-7.7,-13.2,0,1,1,1,1,0,3,0,1
19,Jordan Miller,24,5,21,19%,24%,34%,24%,,-28.5,-34.0,1,0,2,0,1,0,0,0,0
20,Xavier Moon,29,2,12,43%,57%,,,,-54.2,-59.7,1,0,1,0,0,0,8,0,0
21,Joshua Primo,21,1,5,,100%,,,,-16.7,-22.0,2,1,0,0,0,0,0,0,0
