Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,56.0,13465,2400,4881,0.492,729,1857,0.393,1671,3024,0.553,1054,1287,0.819,573,1836,2409,1449,444,283,737,1068,6583
Team/G,,240.4,42.9,87.2,0.492,13.0,33.2,0.393,29.8,54.0,0.553,18.8,23.0,0.819,10.2,32.8,43.0,25.9,7.9,5.1,13.2,19.1,117.6
Lg Rank,,29,14,26,7.0,13,20,2.0,13,18,11.0,7,13,5.0,19,17,20,20,5,17,10,13,10
Year/Year,,-0.6%,4.3%,1.2%,0.014,2.5%,-0.6%,0.012,5.1%,2.4%,0.014,0.7%,-3.9%,0.038,4.5%,-2.0%,-0.5%,8.3%,12.1%,13.8%,-7.5%,-2.1%,3.5%
Opponent,56.0,13465,2333,4993,0.467,706,1973,0.358,1627,3020,0.539,948,1218,0.778,627,1722,2349,1477,404,258,751,1092,6320
Opponent/G,,240.4,41.7,89.2,0.467,12.6,35.2,0.358,29.1,53.9,0.539,16.9,21.8,0.778,11.2,30.8,41.9,26.4,7.2,4.6,13.4,19.5,112.9
Lg Rank,,29,14,16,9.0,12,16,9.0,13,12,11.0,7,6,11.0,24,4,5,13,14,4,20,12,10
Year/Year,,-0.6%,-0.4%,0.9%,-0.006,3.4%,5.5%,-0.007,-2.0%,-1.8%,-0.001,-1.8%,-2.6%,0.007,9.6%,-6.6%,-2.8%,5.6%,-7.6%,10.1%,3.3%,-0.5%,-0.2%
