Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,James Harden,34,51,51,1765,7.1,16.1,0.444,3.9,9.5,0.414,3.2,6.6,0.487,6.3,7.2,0.88,0.6,6.7,7.3,11.7,1.6,1.3,3.7,2.8,24.6,,128,115
2,Paul George,33,52,52,1758,11.3,24.8,0.456,4.7,11.9,0.395,6.6,12.9,0.512,4.8,5.3,0.905,0.8,7.0,7.8,5.3,2.3,0.6,3.0,4.2,32.1,,117,114
3,Kawhi Leonard,32,51,51,1750,12.8,24.3,0.528,3.2,7.2,0.442,9.6,17.1,0.564,5.3,6.0,0.892,1.7,7.1,8.8,5.2,2.5,1.2,2.5,2.2,34.2,,126,113
4,Norman Powell,30,55,1,1404,9.3,18.8,0.494,4.2,9.2,0.456,5.1,9.6,0.529,3.4,4.1,0.838,0.3,4.5,4.9,1.9,1.0,0.7,1.7,3.4,26.2,,121,119
5,Russell Westbrook,35,56,10,1285,9.6,21.3,0.452,1.4,5.2,0.272,8.2,16.1,0.511,3.3,4.9,0.667,3.0,8.1,11.2,9.6,2.4,0.8,4.5,3.7,23.9,,107,113
6,Terance Mann,27,50,46,1270,5.9,12.5,0.471,1.8,5.6,0.322,4.1,6.8,0.593,1.7,2.2,0.768,2.5,4.1,6.6,3.6,1.0,0.4,1.3,3.6,15.2,,122,119
7,Ivica Zubac,26,46,46,1229,9.4,14.3,0.655,0.0,0.0,,9.4,14.3,0.655,3.2,4.8,0.667,5.6,11.8,17.4,2.4,0.4,2.3,2.2,5.2,22.0,,132,113
8,Amir Coffey,26,44,8,809,5.8,10.8,0.534,2.2,5.3,0.425,3.5,5.5,0.637,2.5,2.9,0.894,1.0,3.5,4.5,2.2,1.3,0.4,1.1,3.5,16.3,,133,119
9,Daniel Theis,31,40,1,677,7.5,13.8,0.547,1.2,2.8,0.41,6.4,10.9,0.583,2.2,3.1,0.721,4.4,6.4,10.8,3.0,1.3,2.6,2.0,6.9,18.5,,124,114
10,Mason Plumlee,33,25,9,421,6.5,10.1,0.644,0.0,0.0,,6.5,10.1,0.644,5.4,7.7,0.697,4.1,12.1,16.2,3.5,0.9,0.9,1.9,4.4,18.4,,137,114
11,Kobe Brown,24,32,0,279,4.0,10.9,0.371,2.1,6.9,0.308,1.9,4.0,0.478,0.2,0.4,0.5,1.8,6.0,7.7,3.0,1.1,0.5,1.2,7.0,10.4,,105,117
12,Bones Hyland,23,19,2,251,8.6,23.5,0.367,3.9,12.5,0.313,4.7,10.9,0.429,2.0,2.3,0.833,0.6,2.7,3.3,6.5,2.0,0.2,4.5,5.3,23.1,,93,118
13,P.J. Tucker,38,14,0,192,1.0,3.8,0.267,0.8,2.8,0.273,0.3,1.0,0.25,0.8,0.8,1.0,4.1,4.1,8.2,2.0,1.5,0.3,0.5,7.2,3.6,,133,118
14,Brandon Boston Jr.,22,18,0,124,9.5,23.7,0.4,2.4,7.9,0.3,7.1,15.8,0.45,4.4,4.7,0.917,2.8,3.2,5.9,2.0,0.8,0.8,2.8,6.3,25.7,,101,120
15,Robert Covington,33,3,3,69,2.1,6.4,0.333,1.4,5.7,0.25,0.7,0.7,1.0,0.7,1.4,0.5,1.4,4.3,5.7,5.0,4.3,1.4,0.0,5.0,6.4,,131,110
16,Moussa Diabaté,22,10,0,58,7.6,15.2,0.5,0.0,0.0,,7.6,15.2,0.5,7.6,10.2,0.75,11.8,5.1,16.9,3.4,3.4,0.0,1.7,3.4,22.8,,138,114
17,Nicolas Batum,35,3,0,54,2.7,7.3,0.375,1.8,6.4,0.286,0.9,0.9,1.0,0.0,0.0,,0.0,6.4,6.4,4.5,2.7,3.6,0.9,4.5,7.3,,113,110
18,KJ Martin,23,2,0,31,6.3,15.8,0.4,1.6,7.9,0.2,4.7,7.9,0.6,1.6,3.2,0.5,1.6,3.2,4.7,1.6,3.2,1.6,3.2,4.7,15.8,,86,113
19,Jordan Miller,24,5,0,21,9.3,14.0,0.667,2.3,2.3,1.0,7.0,11.7,0.6,4.7,4.7,1.0,4.7,4.7,9.3,0.0,0.0,0.0,2.3,4.7,25.7,,143,121
20,Xavier Moon,29,2,0,12,4.1,8.2,0.5,0.0,4.1,0.0,4.1,4.1,1.0,0.0,0.0,,0.0,8.2,8.2,12.3,0.0,0.0,4.1,4.1,8.2,,104,119
21,Joshua Primo,21,1,0,5,9.8,19.6,0.5,0.0,9.8,0.0,9.8,9.8,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.8,29.4,0.0,19.6,,33,113
