Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,James Harden,34,51,1765,19.2,0.638,0.592,0.447,1.5,14.9,8.4,32.0,1.6,2.3,16.0,20.4,,4.7,2.0,6.7,0.181,,4.2,0.7,4.8,3.1
2,Paul George,33,52,1758,18.2,0.592,0.481,0.214,1.9,15.5,9.0,16.4,2.3,1.0,9.8,26.7,,2.5,2.2,4.6,0.127,,1.9,0.2,2.2,1.8
3,Kawhi Leonard,32,51,1750,23.5,0.634,0.297,0.245,4.0,15.9,10.2,17.0,2.5,2.2,8.5,26.1,,4.8,2.4,7.2,0.196,,5.0,1.0,6.1,3.6
4,Norman Powell,30,55,1404,13.9,0.635,0.488,0.217,0.8,10.0,5.6,5.5,1.0,1.2,7.7,19.8,,2.0,1.0,3.0,0.103,,0.5,-1.2,-0.7,0.5
5,Russell Westbrook,35,56,1285,16.0,0.511,0.244,0.232,7.2,18.1,12.9,28.2,2.4,1.5,16.0,24.8,,0.1,1.7,1.9,0.07,,-0.2,0.7,0.5,0.8
6,Terance Mann,27,50,1270,10.5,0.567,0.452,0.173,6.0,9.2,7.7,9.6,1.0,0.8,8.7,13.1,,1.5,0.9,2.3,0.088,,-1.3,-0.7,-2.0,0.0
7,Ivica Zubac,26,46,1229,19.1,0.668,0.0,0.334,13.4,26.2,20.0,7.0,0.4,4.2,11.6,16.5,,3.0,1.6,4.6,0.181,,0.6,-0.1,0.5,0.8
8,Amir Coffey,26,44,809,11.0,0.677,0.489,0.264,2.5,7.8,5.2,5.9,1.3,0.7,8.3,11.7,,1.3,0.6,1.9,0.113,,-1.2,-0.2,-1.3,0.1
9,Daniel Theis,31,40,677,14.8,0.61,0.205,0.226,10.6,14.2,12.5,8.2,1.3,4.7,11.8,15.2,,1.1,0.8,1.9,0.134,,-1.6,0.5,-1.1,0.2
10,Mason Plumlee,33,25,421,16.9,0.681,0.0,0.759,9.8,27.0,18.7,9.4,0.9,1.7,12.1,13.7,,1.1,0.5,1.6,0.183,,0.2,0.3,0.5,0.3
11,Kobe Brown,24,32,279,5.4,0.469,0.629,0.032,4.2,13.3,8.9,7.5,1.1,1.0,10.0,10.9,,0.0,0.2,0.2,0.035,,-4.8,0.1,-4.7,-0.2
12,Bones Hyland,23,19,251,7.2,0.471,0.533,0.1,1.4,6.1,3.8,18.4,2.0,0.4,15.5,25.7,,-0.5,0.2,-0.3,-0.054,,-5.0,-1.9,-6.9,-0.3
13,P.J. Tucker,38,14,192,5.1,0.429,0.733,0.2,9.8,9.1,9.4,4.8,1.5,0.5,10.9,4.2,,0.2,0.2,0.3,0.078,,-4.3,0.6,-3.7,-0.1
14,Brandon Boston Jr.,22,18,124,9.3,0.498,0.333,0.2,6.6,7.1,6.8,5.8,0.8,1.4,9.7,25.4,,-0.1,0.1,0.0,-0.005,,-4.9,-3.6,-8.5,-0.2
15,Robert Covington,33,3,69,10.5,0.455,0.889,0.222,3.4,9.5,6.6,12.0,4.3,2.6,0.0,6.2,,0.1,0.1,0.2,0.127,,-2.4,4.4,2.0,0.1
16,Moussa Diabaté,22,10,58,23.6,0.58,0.0,0.667,28.3,11.3,19.5,9.4,3.4,0.0,7.9,19.0,,0.2,0.1,0.3,0.247,,4.1,-1.1,3.0,0.1
17,Nicolas Batum,35,3,54,9.7,0.5,0.875,0.0,0.0,14.2,7.3,11.1,2.7,6.6,11.1,7.3,,0.0,0.1,0.1,0.095,,-1.6,4.3,2.7,0.1
18,KJ Martin,23,2,31,6.8,0.46,0.5,0.2,3.8,7.1,5.5,4.2,3.2,2.9,15.5,18.1,,-0.1,0.0,0.0,-0.03,,-7.0,0.6,-6.4,0.0
19,Jordan Miller,24,5,21,17.0,0.799,0.167,0.333,11.2,10.4,10.8,0.0,0.0,0.0,12.7,16.3,,0.1,0.0,0.1,0.171,,1.9,-2.9,-1.0,0.0
20,Xavier Moon,29,2,12,6.9,0.5,0.5,0.0,0.0,18.2,9.4,30.9,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,0.024,,-3.5,1.1,-2.4,0.0
21,Joshua Primo,21,1,5,-15.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17.8,60.0,43.5,,-0.1,0.0,-0.1,-0.798,,-20.3,-8.3,-28.6,0.0
