Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,James Harden,34,51,1765,0.444,18.5,,0.408,0.142,0.145,0.09,0.031,0.592,,0.487,0.72,0.321,0.462,0.278,0.414,,0.174,0.451,,0.002,1,,0.061,0.429,,0,0
2,Paul George,33,52,1758,0.456,17.6,,0.519,0.129,0.139,0.115,0.135,0.481,,0.512,0.704,0.46,0.48,0.408,0.395,,0.496,0.716,,0.031,20,,0.136,0.448,,1,0
3,Kawhi Leonard,32,51,1750,0.528,14.0,,0.703,0.162,0.202,0.249,0.09,0.297,,0.564,0.801,0.526,0.505,0.385,0.442,,0.453,0.649,,0.077,61,,0.178,0.5,,0,0
4,Norman Powell,30,55,1404,0.494,16.2,,0.512,0.13,0.237,0.089,0.056,0.488,,0.529,0.686,0.516,0.417,0.4,0.456,,0.664,0.925,,0.02,9,,0.335,0.568,,1,0
5,Russell Westbrook,35,56,1285,0.452,9.7,,0.756,0.391,0.26,0.065,0.039,0.244,,0.511,0.651,0.359,0.333,0.409,0.272,,0.372,0.892,,0.068,29,,0.419,0.298,,0,0
6,Terance Mann,27,50,1270,0.471,13.9,,0.548,0.285,0.164,0.08,0.019,0.452,,0.593,0.793,0.377,0.385,0.333,0.322,,0.629,0.957,,0.099,26,,0.541,0.329,,1,0
7,Ivica Zubac,26,46,1229,0.655,3.4,,1.0,0.538,0.44,0.022,0.0,0.0,,0.655,0.689,0.62,0.5,,,,0.757,,,0.27,84,,,,,0,0
8,Amir Coffey,26,44,809,0.534,15.5,,0.511,0.185,0.185,0.112,0.028,0.489,,0.637,0.758,0.636,0.45,0.6,0.425,,0.793,0.973,,0.034,6,,0.575,0.44,,2,0
9,Daniel Theis,31,40,677,0.547,8.7,,0.795,0.442,0.242,0.1,0.011,0.205,,0.583,0.69,0.457,0.474,0.0,0.41,,0.795,1.0,,0.163,28,,0.282,0.364,,1,0
10,Mason Plumlee,33,25,421,0.644,2.6,,1.0,0.609,0.391,0.0,0.0,0.0,,0.644,0.736,0.5,,,,,0.75,,,0.322,26,,,,,0,0
11,Kobe Brown,24,32,279,0.371,17.7,,0.371,0.226,0.081,0.048,0.016,0.629,,0.478,0.571,0.4,0.0,1.0,0.308,,0.727,1.0,,0.048,3,,0.308,0.167,,0,0
12,Bones Hyland,23,19,251,0.367,17.8,,0.467,0.117,0.192,0.125,0.033,0.533,,0.429,0.5,0.435,0.4,0.25,0.313,,0.375,0.6,,0.008,1,,0.109,0.571,,0,0
13,P.J. Tucker,38,14,192,0.267,17.7,,0.267,0.2,0.067,0.0,0.0,0.733,,0.25,0.333,0.0,,,0.273,,1.0,1.0,,0.0,0,,1.0,0.273,,0,0
14,Brandon Boston Jr.,22,18,124,0.4,14.5,,0.667,0.183,0.15,0.233,0.1,0.333,,0.45,0.636,0.333,0.5,0.167,0.3,,0.611,0.667,,0.033,2,,0.25,0.6,,0,0
15,Robert Covington,33,3,69,0.333,22.2,,0.111,0.111,0.0,0.0,0.0,0.889,,1.0,1.0,,,,0.25,,1.0,1.0,,0.111,1,,0.375,0.333,,0,0
16,Moussa Diabaté,22,10,58,0.5,3.3,,1.0,0.556,0.389,0.056,0.0,0.0,,0.5,0.7,0.286,0.0,,,,0.556,,,0.333,4,,,,,0,0
17,Nicolas Batum,35,3,54,0.375,22.0,,0.125,0.0,0.125,0.0,0.0,0.875,,1.0,,1.0,,,0.286,,1.0,1.0,,0.125,1,,0.571,0.5,,0,0
18,KJ Martin,23,2,31,0.4,13.5,,0.5,0.2,0.3,0.0,0.0,0.5,,0.6,1.0,0.333,,,0.2,,1.0,1.0,,0.2,2,,0.6,0.333,,0,0
19,Jordan Miller,24,5,21,0.667,9.5,,0.833,0.5,0.0,0.167,0.167,0.167,,0.6,1.0,,0.0,0.0,1.0,,0.0,1.0,,0.333,2,,1.0,1.0,,0,0
20,Xavier Moon,29,2,12,0.5,15.2,,0.5,0.0,0.5,0.0,0.0,0.5,,1.0,,1.0,,,0.0,,0.0,,,0.0,0,,0.0,,,0,0
21,Joshua Primo,21,1,5,0.5,13.8,,0.5,0.5,0.0,0.0,0.0,0.5,,1.0,1.0,,,,0.0,,1.0,,,0.0,0,,0.0,,,0,0
