Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Jaren Jackson Jr.,24.0,52,52.0,1656,404,900,0.449,96,296,0.324,308,604,0.51,0.502,260,317,0.82,60,220,280,114,55,79,123,184,1164
2.0,Desmond Bane,25.0,37,37.0,1277,330,696,0.474,123,320,0.384,207,376,0.551,0.563,121,140,0.864,34,135,169,196,38,20,99,106,904
3.0,Vince Williams Jr.,23.0,45,26.0,1207,139,310,0.448,67,183,0.366,72,127,0.567,0.556,88,108,0.815,54,200,254,136,40,26,66,114,433
4.0,Santi Aldama,23.0,45,19.0,1115,176,411,0.428,75,220,0.341,101,191,0.529,0.519,37,62,0.597,51,199,250,98,29,31,48,66,464
5.0,David Roddy,22.0,48,13.0,1114,155,386,0.402,47,156,0.301,108,230,0.47,0.462,46,67,0.687,51,149,200,76,25,11,54,68,403
6.0,Ziaire Williams,22.0,47,11.0,917,135,336,0.402,54,170,0.318,81,166,0.488,0.482,56,69,0.812,32,127,159,71,33,9,59,80,380
7.0,John Konchar,27.0,45,15.0,876,69,162,0.426,27,91,0.297,42,71,0.592,0.509,13,16,0.813,53,140,193,81,38,42,29,56,178
8.0,Bismack Biyombo,31.0,30,27.0,718,67,119,0.563,0,0,,67,119,0.563,0.563,22,46,0.478,57,134,191,51,10,34,38,82,156
9.0,Xavier Tillman Sr.,25.0,34,13.0,700,87,213,0.408,12,53,0.226,75,160,0.469,0.437,18,43,0.419,56,101,157,57,42,35,29,60,204
10.0,Luke Kennard,27.0,28,12.0,693,99,224,0.442,76,171,0.444,23,53,0.434,0.612,26,31,0.839,9,72,81,83,13,1,30,31,300
11.0,Jacob Gilyard,25.0,37,14.0,654,60,144,0.417,51,120,0.425,9,24,0.375,0.594,2,2,1.0,8,35,43,131,27,5,29,35,173
12.0,Marcus Smart,29.0,20,20.0,605,102,237,0.43,42,134,0.313,60,103,0.583,0.519,43,56,0.768,6,47,53,86,41,5,62,53,289
13.0,GG Jackson II,19.0,24,1.0,471,95,209,0.455,43,107,0.402,52,102,0.51,0.557,38,58,0.655,24,59,83,19,12,16,22,30,271
14.0,Derrick Rose,35.0,22,7.0,378,72,159,0.453,15,40,0.375,57,119,0.479,0.5,24,27,0.889,7,36,43,73,8,2,28,21,183
15.0,Ja Morant,24.0,9,9.0,318,80,170,0.471,14,51,0.275,66,119,0.555,0.512,52,64,0.813,6,44,50,73,7,5,27,19,226
16.0,Scotty Pippen Jr.,23.0,8,4.0,181,28,59,0.475,13,23,0.565,15,36,0.417,0.585,15,21,0.714,8,19,27,36,8,4,15,21,84
17.0,Jaylen Nowell,24.0,9,1.0,156,22,55,0.4,4,23,0.174,18,32,0.563,0.436,3,3,1.0,3,11,14,16,3,0,5,13,51
18.0,Trey Jemison,24.0,7,3.0,140,17,36,0.472,0,0,,17,36,0.472,0.472,6,7,0.857,15,15,30,7,4,10,8,23,40
19.0,Jake LaRavia,22.0,12,0.0,139,17,51,0.333,5,27,0.185,12,24,0.5,0.382,4,5,0.8,10,10,20,8,3,1,5,20,43
20.0,Kenneth Lofton Jr.,21.0,15,0.0,99,14,37,0.378,3,10,0.3,11,27,0.407,0.419,8,15,0.533,2,13,15,14,3,3,6,15,39
21.0,Lamar Stevens,26.0,4,0.0,91,19,37,0.514,2,3,0.667,17,34,0.5,0.541,5,9,0.556,5,23,28,3,2,5,5,7,45
22.0,Tosan Evbuomwan,22.0,4,0.0,74,4,15,0.267,2,8,0.25,2,7,0.286,0.333,0,0,,8,6,14,6,0,1,1,5,10
23.0,Matthew Hurt,23.0,3,0.0,56,6,18,0.333,2,10,0.2,4,8,0.5,0.389,3,3,1.0,4,2,6,3,0,1,0,2,17
24.0,Jordan Goodwin,25.0,2,1.0,53,9,20,0.45,2,5,0.4,7,15,0.467,0.5,1,4,0.25,3,7,10,6,3,1,2,2,21
25.0,Yuta Watanabe,29.0,2,0.0,36,5,14,0.357,1,8,0.125,4,6,0.667,0.393,0,0,,0,3,3,2,2,0,1,1,11
26.0,Shaquille Harrison,30.0,3,0.0,6,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,0,0,2
,,,57,,13730,2212,5020,0.441,776,2229,0.348,1436,2791,0.515,0.518,891,1173,0.76,566,1809,2375,1446,446,348,832,1114,6091
