Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jaren Jackson Jr.,24,52,52,1656,8.8,19.6,0.449,2.1,6.4,0.324,6.7,13.1,0.51,5.7,6.9,0.82,1.3,4.8,6.1,2.5,1.2,1.7,2.7,4.0,25.3
2,Desmond Bane,25,37,37,1277,9.3,19.6,0.474,3.5,9.0,0.384,5.8,10.6,0.551,3.4,3.9,0.864,1.0,3.8,4.8,5.5,1.1,0.6,2.8,3.0,25.5
3,Vince Williams Jr.,23,45,26,1207,4.1,9.2,0.448,2.0,5.5,0.366,2.1,3.8,0.567,2.6,3.2,0.815,1.6,6.0,7.6,4.1,1.2,0.8,2.0,3.4,12.9
4,Santi Aldama,23,45,19,1115,5.7,13.3,0.428,2.4,7.1,0.341,3.3,6.2,0.529,1.2,2.0,0.597,1.6,6.4,8.1,3.2,0.9,1.0,1.5,2.1,15.0
5,David Roddy,22,48,13,1114,5.0,12.5,0.402,1.5,5.0,0.301,3.5,7.4,0.47,1.5,2.2,0.687,1.6,4.8,6.5,2.5,0.8,0.4,1.7,2.2,13.0
6,Ziaire Williams,22,47,11,917,5.3,13.2,0.402,2.1,6.7,0.318,3.2,6.5,0.488,2.2,2.7,0.812,1.3,5.0,6.2,2.8,1.3,0.4,2.3,3.1,14.9
7,John Konchar,27,45,15,876,2.8,6.7,0.426,1.1,3.7,0.297,1.7,2.9,0.592,0.5,0.7,0.813,2.2,5.8,7.9,3.3,1.6,1.7,1.2,2.3,7.3
8,Bismack Biyombo,31,30,27,718,3.4,6.0,0.563,0.0,0.0,,3.4,6.0,0.563,1.1,2.3,0.478,2.9,6.7,9.6,2.6,0.5,1.7,1.9,4.1,7.8
9,Xavier Tillman Sr.,25,34,13,700,4.5,11.0,0.408,0.6,2.7,0.226,3.9,8.2,0.469,0.9,2.2,0.419,2.9,5.2,8.1,2.9,2.2,1.8,1.5,3.1,10.5
10,Luke Kennard,27,28,12,693,5.1,11.6,0.442,3.9,8.9,0.444,1.2,2.8,0.434,1.4,1.6,0.839,0.5,3.7,4.2,4.3,0.7,0.1,1.6,1.6,15.6
11,Jacob Gilyard,25,37,14,654,3.3,7.9,0.417,2.8,6.6,0.425,0.5,1.3,0.375,0.1,0.1,1.0,0.4,1.9,2.4,7.2,1.5,0.3,1.6,1.9,9.5
12,Marcus Smart,29,20,20,605,6.1,14.1,0.43,2.5,8.0,0.313,3.6,6.1,0.583,2.6,3.3,0.768,0.4,2.8,3.2,5.1,2.4,0.3,3.7,3.2,17.2
13,GG Jackson II,19,24,1,471,7.3,16.0,0.455,3.3,8.2,0.402,4.0,7.8,0.51,2.9,4.4,0.655,1.8,4.5,6.3,1.5,0.9,1.2,1.7,2.3,20.7
14,Derrick Rose,35,22,7,378,6.9,15.1,0.453,1.4,3.8,0.375,5.4,11.3,0.479,2.3,2.6,0.889,0.7,3.4,4.1,7.0,0.8,0.2,2.7,2.0,17.4
15,Ja Morant,24,9,9,318,9.1,19.2,0.471,1.6,5.8,0.275,7.5,13.5,0.555,5.9,7.2,0.813,0.7,5.0,5.7,8.3,0.8,0.6,3.1,2.2,25.6
16,Scotty Pippen Jr.,23,8,4,181,5.6,11.7,0.475,2.6,4.6,0.565,3.0,7.2,0.417,3.0,4.2,0.714,1.6,3.8,5.4,7.2,1.6,0.8,3.0,4.2,16.7
17,Jaylen Nowell,24,9,1,156,5.1,12.7,0.4,0.9,5.3,0.174,4.2,7.4,0.563,0.7,0.7,1.0,0.7,2.5,3.2,3.7,0.7,0.0,1.2,3.0,11.8
18,Trey Jemison,24,7,3,140,4.4,9.3,0.472,0.0,0.0,,4.4,9.3,0.472,1.5,1.8,0.857,3.9,3.9,7.7,1.8,1.0,2.6,2.1,5.9,10.3
19,Jake LaRavia,22,12,0,139,4.4,13.2,0.333,1.3,7.0,0.185,3.1,6.2,0.5,1.0,1.3,0.8,2.6,2.6,5.2,2.1,0.8,0.3,1.3,5.2,11.1
20,Kenneth Lofton Jr.,21,15,0,99,5.1,13.5,0.378,1.1,3.6,0.3,4.0,9.8,0.407,2.9,5.5,0.533,0.7,4.7,5.5,5.1,1.1,1.1,2.2,5.5,14.2
21,Lamar Stevens,26,4,0,91,7.5,14.6,0.514,0.8,1.2,0.667,6.7,13.5,0.5,2.0,3.6,0.556,2.0,9.1,11.1,1.2,0.8,2.0,2.0,2.8,17.8
22,Tosan Evbuomwan,22,4,0,74,1.9,7.3,0.267,1.0,3.9,0.25,1.0,3.4,0.286,0.0,0.0,,3.9,2.9,6.8,2.9,0.0,0.5,0.5,2.4,4.9
23,Matthew Hurt,23,3,0,56,3.9,11.6,0.333,1.3,6.4,0.2,2.6,5.1,0.5,1.9,1.9,1.0,2.6,1.3,3.9,1.9,0.0,0.6,0.0,1.3,10.9
24,Jordan Goodwin,25,2,1,53,6.1,13.6,0.45,1.4,3.4,0.4,4.8,10.2,0.467,0.7,2.7,0.25,2.0,4.8,6.8,4.1,2.0,0.7,1.4,1.4,14.3
25,Yuta Watanabe,29,2,0,36,5.0,14.0,0.357,1.0,8.0,0.125,4.0,6.0,0.667,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,11.0
26,Shaquille Harrison,30,3,0,6,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,6.0,0.0,0.0,12.0
