Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Ja Morant,24,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1
2,Desmond Bane,25,37,37,34.5,8.9,18.8,0.474,3.3,8.6,0.384,5.6,10.2,0.551,0.563,3.3,3.8,0.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4
3,Jaren Jackson Jr.,24,52,52,31.8,7.8,17.3,0.449,1.8,5.7,0.324,5.9,11.6,0.51,0.502,5.0,6.1,0.82,1.2,4.2,5.4,2.2,1.1,1.5,2.4,3.5,22.4
4,Marcus Smart,29,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
5,Vince Williams Jr.,23,45,26,26.8,3.1,6.9,0.448,1.5,4.1,0.366,1.6,2.8,0.567,0.556,2.0,2.4,0.815,1.2,4.4,5.6,3.0,0.9,0.6,1.5,2.5,9.6
6,Jordan Goodwin,25,2,1,26.5,4.5,10.0,0.45,1.0,2.5,0.4,3.5,7.5,0.467,0.5,0.5,2.0,0.25,1.5,3.5,5.0,3.0,1.5,0.5,1.0,1.0,10.5
7,Santi Aldama,23,45,19,24.8,3.9,9.1,0.428,1.7,4.9,0.341,2.2,4.2,0.529,0.519,0.8,1.4,0.597,1.1,4.4,5.6,2.2,0.6,0.7,1.1,1.5,10.3
8,Luke Kennard,27,28,12,24.8,3.5,8.0,0.442,2.7,6.1,0.444,0.8,1.9,0.434,0.612,0.9,1.1,0.839,0.3,2.6,2.9,3.0,0.5,0.0,1.1,1.1,10.7
9,Bismack Biyombo,31,30,27,23.9,2.2,4.0,0.563,0.0,0.0,,2.2,4.0,0.563,0.563,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2
10,David Roddy,22,48,13,23.2,3.2,8.0,0.402,1.0,3.3,0.301,2.3,4.8,0.47,0.462,1.0,1.4,0.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4
11,Lamar Stevens,26,4,0,22.8,4.8,9.3,0.514,0.5,0.8,0.667,4.3,8.5,0.5,0.541,1.3,2.3,0.556,1.3,5.8,7.0,0.8,0.5,1.3,1.3,1.8,11.3
12,Scotty Pippen Jr.,23,8,4,22.6,3.5,7.4,0.475,1.6,2.9,0.565,1.9,4.5,0.417,0.585,1.9,2.6,0.714,1.0,2.4,3.4,4.5,1.0,0.5,1.9,2.6,10.5
13,Xavier Tillman Sr.,25,34,13,20.6,2.6,6.3,0.408,0.4,1.6,0.226,2.2,4.7,0.469,0.437,0.5,1.3,0.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
14,Trey Jemison,24,7,3,20.0,2.4,5.1,0.472,0.0,0.0,,2.4,5.1,0.472,0.472,0.9,1.0,0.857,2.1,2.1,4.3,1.0,0.6,1.4,1.1,3.3,5.7
15,GG Jackson II,19,24,1,19.6,4.0,8.7,0.455,1.8,4.5,0.402,2.2,4.3,0.51,0.557,1.6,2.4,0.655,1.0,2.5,3.5,0.8,0.5,0.7,0.9,1.3,11.3
16,Ziaire Williams,22,47,11,19.5,2.9,7.1,0.402,1.1,3.6,0.318,1.7,3.5,0.488,0.482,1.2,1.5,0.812,0.7,2.7,3.4,1.5,0.7,0.2,1.3,1.7,8.1
17,John Konchar,27,45,15,19.5,1.5,3.6,0.426,0.6,2.0,0.297,0.9,1.6,0.592,0.509,0.3,0.4,0.813,1.2,3.1,4.3,1.8,0.8,0.9,0.6,1.2,4.0
18,Matthew Hurt,23,3,0,18.7,2.0,6.0,0.333,0.7,3.3,0.2,1.3,2.7,0.5,0.389,1.0,1.0,1.0,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,5.7
19,Tosan Evbuomwan,22,4,0,18.5,1.0,3.8,0.267,0.5,2.0,0.25,0.5,1.8,0.286,0.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5
20,Yuta Watanabe,29,2,0,18.0,2.5,7.0,0.357,0.5,4.0,0.125,2.0,3.0,0.667,0.393,0.0,0.0,,0.0,1.5,1.5,1.0,1.0,0.0,0.5,0.5,5.5
21,Jacob Gilyard,25,37,14,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.2,0.6,0.375,0.594,0.1,0.1,1.0,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7
22,Jaylen Nowell,24,9,1,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7
23,Derrick Rose,35,22,7,17.2,3.3,7.2,0.453,0.7,1.8,0.375,2.6,5.4,0.479,0.5,1.1,1.2,0.889,0.3,1.6,2.0,3.3,0.4,0.1,1.3,1.0,8.3
24,Jake LaRavia,22,12,0,11.6,1.4,4.3,0.333,0.4,2.3,0.185,1.0,2.0,0.5,0.382,0.3,0.4,0.8,0.8,0.8,1.7,0.7,0.3,0.1,0.4,1.7,3.6
25,Kenneth Lofton Jr.,21,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
26,Shaquille Harrison,30,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7
