Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Unnamed: 14_level_0,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
19.0,Jake LaRavia,22.0,12.0,139.0,,0.333,0.5,0.185,0.382,0.8,0.404,0.098,0.529,,70.0,92.0,50.0,70.0,102.0,69.0,39.0,135.0,,-16.9,-18.9
20.0,Kenneth Lofton Jr.,21.0,15.0,99.0,,0.378,0.407,0.3,0.419,0.533,0.447,0.405,0.27,,80.0,75.0,82.0,76.0,68.0,77.0,161.0,69.0,,-9.5,-11.7
21.0,Lamar Stevens,26.0,4.0,91.0,,0.514,0.5,0.667,0.541,0.556,0.549,0.243,0.081,,108.0,92.0,182.0,99.0,71.0,94.0,96.0,21.0,,-0.5,-2.7
22.0,Tosan Evbuomwan,22.0,4.0,74.0,,0.267,0.286,0.25,0.333,,0.333,0.0,0.533,,56.0,52.0,68.0,61.0,,57.0,0.0,136.0,,-6.4,-7.5
23.0,Matthew Hurt,23.0,3.0,56.0,,0.333,0.5,0.2,0.389,1.0,0.44,0.167,0.556,,70.0,92.0,54.0,71.0,128.0,76.0,66.0,142.0,,-5.7,-5.5
24.0,Jordan Goodwin,25.0,2.0,53.0,,0.45,0.467,0.4,0.5,0.25,0.483,0.2,0.25,,95.0,86.0,109.0,91.0,32.0,83.0,79.0,64.0,,-1.9,-4.3
25.0,Yuta Watanabe,29.0,2.0,36.0,,0.357,0.667,0.125,0.393,,0.393,0.0,0.571,,75.0,122.0,34.0,72.0,,68.0,0.0,146.0,,-4.3,-5.3
26.0,Shaquille Harrison,30.0,3.0,6.0,,0.5,0.5,,0.5,,0.5,0.0,0.0,,105.0,92.0,,91.0,,86.0,0.0,0.0,,-0.2,-0.3
,Team,,,,,0.441,0.515,0.348,0.518,0.76,0.551,0.234,0.444,,93.0,94.0,95.0,95.0,97.0,95.0,93.0,113.0,,-297.8,-351.4
,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,0.476,0.546,0.367,0.548,0.783,0.582,0.252,0.392,,,,,,,,,,,,
