Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Jaren Jackson Jr.,24,52,1656,0.449,12.2,,0.671,0.226,0.367,0.069,0.01,0.329,,0.51,0.645,0.433,0.5,0.333,0.324,,0.484,0.948,,0.034,27,,0.142,0.31,,6,0
2,Desmond Bane,25,37,1277,0.474,15.8,,0.54,0.223,0.167,0.062,0.089,0.46,,0.551,0.716,0.397,0.558,0.419,0.384,,0.406,0.618,,0.007,5,,0.156,0.44,,2,0
3,Vince Williams Jr.,23,45,1207,0.448,16.4,,0.41,0.242,0.113,0.042,0.013,0.59,,0.567,0.693,0.457,0.308,0.0,0.366,,0.556,0.925,,0.019,6,,0.355,0.338,,0,0
4,Santi Aldama,23,45,1115,0.428,15.8,,0.465,0.204,0.192,0.046,0.022,0.535,,0.529,0.679,0.418,0.421,0.333,0.341,,0.703,0.947,,0.068,25,,0.314,0.304,,0,0
5,David Roddy,22,48,1114,0.402,12.8,,0.596,0.288,0.249,0.047,0.013,0.404,,0.47,0.622,0.354,0.278,0.0,0.301,,0.593,0.979,,0.044,12,,0.301,0.383,,1,0
6,Ziaire Williams,22,47,917,0.402,15.9,,0.494,0.226,0.122,0.077,0.068,0.506,,0.488,0.737,0.22,0.269,0.391,0.318,,0.679,0.926,,0.101,31,,0.376,0.375,,1,0
7,John Konchar,27,45,876,0.426,14.7,,0.438,0.327,0.105,0.006,0.0,0.562,,0.592,0.679,0.353,0.0,,0.297,,0.69,1.0,,0.012,2,,0.505,0.239,,0,0
8,Bismack Biyombo,31,30,718,0.563,3.7,,1.0,0.487,0.504,0.008,0.0,0.0,,0.563,0.724,0.417,0.0,,,,0.776,,,0.21,24,,,,,0,0
9,Xavier Tillman Sr.,25,34,700,0.408,9.4,,0.751,0.38,0.286,0.066,0.019,0.249,,0.469,0.568,0.361,0.429,0.25,0.226,,0.813,1.0,,0.07,13,,0.604,0.156,,0,0
10,Luke Kennard,27,28,693,0.442,21.8,,0.237,0.058,0.058,0.085,0.036,0.763,,0.434,0.692,0.231,0.368,0.5,0.444,,0.739,0.947,,0.0,0,,0.123,0.381,,0,0
11,Jacob Gilyard,25,37,654,0.417,23.5,,0.167,0.028,0.042,0.014,0.083,0.833,,0.375,0.25,0.5,0.0,0.417,0.425,,0.111,0.824,,0.0,0,,0.25,0.5,,1,0
12,Marcus Smart,29,20,605,0.43,18.1,,0.435,0.105,0.177,0.118,0.034,0.565,,0.583,0.68,0.548,0.571,0.5,0.313,,0.25,0.905,,0.0,0,,0.209,0.357,,2,0
13,GG Jackson II,19,24,471,0.455,15.6,,0.488,0.292,0.134,0.014,0.048,0.512,,0.51,0.656,0.321,0.667,0.1,0.402,,0.654,0.953,,0.081,14,,0.252,0.519,,0,0
14,Derrick Rose,35,22,378,0.453,11.7,,0.748,0.27,0.27,0.132,0.075,0.252,,0.479,0.651,0.302,0.333,0.75,0.375,,0.421,0.867,,0.0,0,,0.35,0.5,,0,0
15,Ja Morant,24,9,318,0.471,11.9,,0.7,0.288,0.288,0.088,0.035,0.3,,0.555,0.714,0.49,0.267,0.5,0.275,,0.288,0.5,,0.047,6,,0.098,0.2,,0,0
16,Scotty Pippen Jr.,23,8,181,0.475,13.5,,0.61,0.271,0.203,0.102,0.034,0.39,,0.417,0.438,0.417,0.333,0.5,0.565,,0.333,0.846,,0.0,0,,0.087,1.0,,0,0
17,Jaylen Nowell,24,9,156,0.4,17.3,,0.582,0.036,0.255,0.164,0.127,0.418,,0.563,0.5,0.429,0.667,0.714,0.174,,0.444,1.0,,0.0,0,,0.174,0.25,,1,0
18,Trey Jemison,24,7,140,0.472,4.0,,1.0,0.611,0.278,0.083,0.028,0.0,,0.472,0.545,0.3,0.667,0.0,,,0.588,,,0.111,3,,,,,0,0
19,Jake LaRavia,22,12,139,0.333,15.6,,0.471,0.235,0.196,0.02,0.02,0.529,,0.5,0.417,0.5,1.0,1.0,0.185,,0.583,1.0,,0.039,2,,0.185,0.4,,0,0
20,Kenneth Lofton Jr.,21,15,99,0.378,13.3,,0.73,0.189,0.216,0.216,0.108,0.27,,0.407,0.714,0.5,0.25,0.0,0.3,,0.545,1.0,,0.081,3,,0.1,0.0,,0,0
21,Lamar Stevens,26,4,91,0.514,8.8,,0.919,0.27,0.351,0.27,0.027,0.081,,0.5,0.5,0.538,0.5,0.0,0.667,,0.353,1.0,,0.054,2,,0.667,0.5,,0,0
22,Tosan Evbuomwan,22,4,74,0.267,14.2,,0.467,0.067,0.4,0.0,0.0,0.533,,0.286,1.0,0.167,,,0.25,,1.0,1.0,,0.0,0,,0.75,0.333,,0,0
23,Matthew Hurt,23,3,56,0.333,19.2,,0.444,0.056,0.167,0.0,0.222,0.556,,0.5,0.0,0.667,,0.5,0.2,,0.75,1.0,,0.0,0,,0.4,0.25,,0,0
24,Jordan Goodwin,25,2,53,0.45,11.5,,0.75,0.25,0.3,0.15,0.05,0.25,,0.467,0.8,0.167,0.667,0.0,0.4,,0.143,0.5,,0.0,0,,0.0,,,0,0
25,Yuta Watanabe,29,2,36,0.357,17.5,,0.429,0.071,0.214,0.143,0.0,0.571,,0.667,1.0,0.667,0.5,,0.125,,0.75,1.0,,0.071,1,,0.5,0.0,,0,0
26,Shaquille Harrison,30,3,6,0.5,1.1,,1.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,,,,,,1.0,,,0.0,0,,,,,0,0
