Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Anthony Edwards,22.0,54,54.0,1894,494,1055,0.468,139,362,0.384,355,693,0.512,0.534,295,354,0.833,30,259,289,281,66,27,173,104,1422
2.0,Rudy Gobert,31.0,55,55.0,1840,286,441,0.649,0,2,0.0,286,439,0.651,0.649,182,283,0.643,199,497,696,67,33,113,83,167,754
3.0,Karl-Anthony Towns,28.0,56,56.0,1839,448,872,0.514,128,294,0.435,320,578,0.554,0.587,240,273,0.879,82,392,474,163,39,37,158,182,1264
4.0,Mike Conley,36.0,52,52.0,1503,186,417,0.446,120,270,0.444,66,147,0.449,0.59,60,65,0.923,21,128,149,327,54,12,57,86,552
5.0,Jaden McDaniels,23.0,47,46.0,1348,200,399,0.501,57,159,0.358,143,240,0.596,0.573,32,41,0.78,35,88,123,63,41,24,60,144,489
6.0,Nickeil Alexander-Walker,25.0,57,16.0,1304,144,339,0.425,83,221,0.376,61,118,0.517,0.547,29,38,0.763,23,90,113,143,47,29,55,107,400
7.0,Naz Reid,24.0,57,0.0,1287,259,540,0.48,106,262,0.405,153,278,0.55,0.578,63,85,0.741,52,213,265,59,39,44,70,116,687
8.0,Kyle Anderson,30.0,57,3.0,1261,139,292,0.476,7,34,0.206,132,258,0.512,0.488,70,100,0.7,45,158,203,232,46,30,71,85,355
9.0,Shake Milton,27.0,38,0.0,491,64,160,0.4,14,53,0.264,50,107,0.467,0.444,36,44,0.818,7,44,51,50,16,5,28,44,178
10.0,Troy Brown Jr.,24.0,37,3.0,410,52,118,0.441,31,84,0.369,21,34,0.618,0.572,19,22,0.864,14,58,72,35,8,2,18,26,154
11.0,Jordan McLaughlin,27.0,34,0.0,297,30,77,0.39,17,43,0.395,13,34,0.382,0.5,4,8,0.5,10,25,35,55,23,5,11,17,81
12.0,Monte Morris,28.0,5,0.0,74,11,25,0.44,4,14,0.286,7,11,0.636,0.52,1,1,1.0,0,6,6,12,4,2,1,2,27
13.0,Josh Minott,21.0,20,0.0,62,10,21,0.476,1,6,0.167,9,15,0.6,0.5,12,14,0.857,3,8,11,3,3,3,2,7,33
14.0,Wendell Moore Jr.,22.0,14,0.0,44,5,10,0.5,0,4,0.0,5,6,0.833,0.5,0,0,,0,6,6,2,5,1,3,4,10
15.0,Luka Garza,25.0,14,0.0,40,11,25,0.44,3,9,0.333,8,16,0.5,0.5,8,12,0.667,6,5,11,2,0,0,2,11,33
16.0,Daishen Nix,21.0,10,0.0,35,8,19,0.421,5,13,0.385,3,6,0.5,0.553,1,4,0.25,0,1,1,2,2,0,1,1,22
17.0,Leonard Miller,20.0,7,0.0,26,7,11,0.636,1,3,0.333,6,8,0.75,0.682,0,0,,1,9,10,3,1,1,1,3,15
18.0,Justin Jackson,28.0,1,0.0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
,,,57,,13755,2354,4821,0.488,716,1833,0.391,1638,2988,0.548,0.563,1052,1344,0.783,528,1987,2515,1499,427,335,841,1106,6476
