Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Jeremy Sochan,20,58,1716,11.0,0.513,0.275,0.185,6.6,16.1,11.2,16.6,1.3,1.3,14.8,18.4,,-0.5,1.1,0.6,0.018,,-3.0,-1.1,-4.0,-0.9
2,Devin Vassell,23,53,1684,15.9,0.581,0.442,0.208,1.4,11.4,6.3,18.1,1.5,0.9,8.1,23.6,,1.6,0.9,2.5,0.071,,1.2,-1.3,-0.1,0.8
3,Keldon Johnson,24,54,1591,14.1,0.555,0.393,0.26,4.8,15.6,10.1,15.0,1.3,1.0,9.6,22.4,,0.8,1.0,1.8,0.054,,-0.7,-1.5,-2.2,-0.1
4,Victor Wembanyama,20,52,1481,22.6,0.563,0.306,0.297,8.1,30.7,19.2,19.1,2.1,9.8,15.7,32.0,,-0.8,2.8,2.1,0.067,,1.2,2.5,3.8,2.2
5,Tre Jones,24,53,1387,14.6,0.586,0.303,0.206,2.8,10.5,6.5,30.8,1.8,0.4,14.6,15.5,,2.1,0.7,2.8,0.097,,-0.8,-0.5,-1.3,0.2
6,Zach Collins,26,46,1094,13.2,0.555,0.328,0.253,7.8,17.2,12.4,18.6,1.0,2.5,16.2,21.7,,0.0,0.8,0.8,0.036,,-2.5,-0.6,-3.1,-0.3
7,Malaki Branham,20,53,1075,8.4,0.509,0.405,0.082,1.9,8.8,5.3,15.2,0.8,0.4,11.7,19.0,,-0.7,0.3,-0.4,-0.019,,-3.8,-2.3,-6.1,-1.1
8,Cedi Osman,28,58,1026,11.2,0.595,0.573,0.159,2.1,13.4,7.6,13.5,1.3,0.7,10.9,15.4,,0.7,0.6,1.2,0.058,,-1.9,-0.7,-2.6,-0.1
9,Julian Champagnie,22,51,856,10.9,0.555,0.714,0.2,3.8,13.0,8.3,9.7,1.7,2.7,10.7,14.6,,0.3,0.7,0.9,0.052,,-1.8,-0.4,-2.2,0.0
10,Doug McDermott,32,46,700,9.5,0.62,0.805,0.079,1.2,6.3,3.7,11.1,0.7,0.2,9.7,14.8,,0.5,0.1,0.6,0.042,,-1.2,-2.0,-3.2,-0.2
11,Blake Wesley,20,37,488,10.5,0.542,0.235,0.353,2.4,7.7,5.0,26.8,1.8,0.7,17.4,14.3,,0.3,0.3,0.5,0.05,,-4.3,-0.4,-4.8,-0.3
12,Dominick Barlow,20,23,307,14.7,0.531,0.083,0.405,11.4,18.3,14.8,11.4,1.4,3.3,4.8,14.2,,0.5,0.3,0.7,0.115,,-1.5,-0.2,-1.7,0.0
13,Sandro Mamukelashvili,24,32,212,14.7,0.522,0.479,0.239,9.5,19.2,14.3,18.2,1.3,3.2,9.3,17.1,,0.2,0.2,0.4,0.092,,-1.1,0.0,-1.1,0.0
14,Charles Bassey,23,19,205,17.6,0.739,0.025,0.15,11.9,28.5,20.0,14.0,1.8,7.0,26.0,11.8,,0.3,0.3,0.6,0.146,,-2.0,3.0,1.0,0.2
15,Devonte' Graham,28,12,99,13.0,0.522,0.733,0.267,2.1,15.6,8.7,25.2,1.4,0.9,8.2,15.5,,0.1,0.1,0.2,0.086,,-1.2,-0.2,-1.4,0.0
16,Sidy Cissoko,19,5,32,5.4,0.387,0.667,0.667,0.0,20.7,10.1,0.0,4.4,0.0,11.4,11.5,,-0.1,0.0,0.0,-0.014,,-9.3,0.4,-9.0,-0.1
17,Mamadi Diakite,27,3,16,30.2,0.785,0.0,1.2,6.6,13.8,10.1,20.1,0.0,5.3,0.0,20.0,,0.1,0.0,0.1,0.336,,7.8,3.5,11.3,0.1
