Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Jeremy Sochan,20.0,58,57.0,1716,260,593,0.438,54,163,0.331,206,430,0.479,0.484,84,110,0.764,107,250,357,205,47,26,111,133,658
2.0,Devin Vassell,23.0,53,47.0,1684,373,798,0.467,133,353,0.377,240,445,0.539,0.551,133,166,0.801,23,174,197,198,53,18,77,53,1012
3.0,Keldon Johnson,24.0,54,26.0,1591,311,689,0.451,90,271,0.332,221,418,0.529,0.517,140,179,0.782,72,225,297,161,45,18,82,121,852
4.0,Victor Wembanyama,20.0,52,52.0,1481,394,844,0.467,82,258,0.318,312,586,0.532,0.515,204,251,0.813,113,412,525,171,67,171,178,110,1074
5.0,Tre Jones,24.0,53,24.0,1387,202,402,0.502,37,122,0.303,165,280,0.589,0.549,73,83,0.88,36,132,168,310,52,6,75,66,514
6.0,Zach Collins,26.0,46,24.0,1094,203,427,0.475,40,140,0.286,163,287,0.568,0.522,81,108,0.75,80,171,251,140,24,32,92,146,527
7.0,Malaki Branham,20.0,53,21.0,1075,176,415,0.424,54,168,0.321,122,247,0.494,0.489,32,34,0.941,19,86,105,116,19,5,57,63,438
8.0,Cedi Osman,28.0,58,1.0,1026,149,314,0.475,68,180,0.378,81,134,0.604,0.583,34,50,0.68,20,125,145,101,29,9,41,85,400
9.0,Julian Champagnie,22.0,51,36.0,856,97,245,0.396,63,175,0.36,34,70,0.486,0.524,39,49,0.796,31,101,132,63,31,27,32,55,296
10.0,Doug McDermott,32.0,46,0.0,700,95,215,0.442,76,173,0.439,19,42,0.452,0.619,10,17,0.588,8,40,48,57,11,2,24,48,276
11.0,Blake Wesley,20.0,37,1.0,488,60,119,0.504,4,28,0.143,56,91,0.615,0.521,25,42,0.595,11,34,45,98,19,4,29,55,149
12.0,Dominick Barlow,20.0,23,1.0,307,40,84,0.476,3,7,0.429,37,77,0.481,0.494,22,34,0.647,33,51,84,26,9,12,5,33,105
13.0,Sandro Mamukelashvili,24.0,32,0.0,212,31,71,0.437,8,34,0.235,23,37,0.622,0.493,12,17,0.706,19,37,56,28,6,8,8,22,82
14.0,Charles Bassey,23.0,19,0.0,205,29,40,0.725,0,1,0.0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63
15.0,Devonte' Graham,28.0,12,0.0,99,11,30,0.367,7,22,0.318,4,8,0.5,0.483,6,8,0.75,2,14,16,19,3,1,3,4,35
16.0,Sidy Cissoko,19.0,5,0.0,32,1,6,0.167,0,4,0.0,1,2,0.5,0.167,4,4,1.0,0,6,6,0,3,0,1,2,6
17.0,Mamadi Diakite,27.0,3,0.0,16,4,5,0.8,0,0,,4,5,0.8,0.8,4,6,0.667,1,2,3,2,0,1,0,1,12
,,,58,,13970,2436,5297,0.46,719,2099,0.343,1717,3198,0.537,0.528,908,1164,0.78,598,1913,2511,1716,426,357,858,1028,6499
