Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Miles Bridges,25.0,46,44.0,1714,378,815,0.464,114,302,0.377,264,513,0.515,0.534,119,141,0.844,45,297,342,154,49,25,92,85,989
2.0,Brandon Miller,21.0,51,45.0,1616,315,717,0.439,118,312,0.378,197,405,0.486,0.522,94,113,0.832,43,162,205,121,48,28,92,134,842
3.0,P.J. Washington,25.0,44,17.0,1286,227,509,0.446,79,244,0.324,148,265,0.558,0.524,67,94,0.713,53,179,232,97,38,32,66,112,600
4.0,Nick Richards,26.0,48,35.0,1254,186,269,0.691,0,0,,186,269,0.691,0.691,105,144,0.729,129,261,390,42,17,63,53,128,477
5.0,Terry Rozier,29.0,30,30.0,1065,252,549,0.459,83,232,0.358,169,317,0.533,0.535,109,129,0.845,17,100,117,198,32,12,65,52,696
6.0,Gordon Hayward,33.0,25,25.0,798,139,297,0.468,22,61,0.361,117,236,0.496,0.505,62,81,0.765,25,92,117,116,28,12,51,46,362
7.0,Ish Smith,35.0,43,5.0,741,66,158,0.418,4,8,0.5,62,150,0.413,0.43,3,4,0.75,11,65,76,145,17,4,47,49,139
8.0,Bryce McGowens,21.0,45,13.0,731,84,186,0.452,30,85,0.353,54,101,0.535,0.532,45,59,0.763,16,70,86,41,17,6,25,65,243
9.0,LaMelo Ball,22.0,22,22.0,711,183,423,0.433,70,197,0.355,113,226,0.5,0.515,90,104,0.865,29,84,113,176,40,4,83,79,526
10.0,Cody Martin,28.0,25,19.0,670,75,193,0.389,25,76,0.329,50,117,0.427,0.453,17,30,0.567,17,80,97,90,32,14,41,41,192
11.0,JT Thor,21.0,45,1.0,581,51,139,0.367,19,60,0.317,32,79,0.405,0.435,7,13,0.538,38,71,109,17,8,18,11,45,128
12.0,Nick Smith Jr.,19.0,37,0.0,573,88,217,0.406,51,113,0.451,37,104,0.356,0.523,11,13,0.846,16,38,54,45,7,7,32,45,238
13.0,Mark Williams,22.0,19,19.0,508,98,151,0.649,0,0,,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242
14.0,Nathan Mensah,25.0,25,0.0,307,12,28,0.429,0,0,,12,28,0.429,0.429,9,12,0.75,29,36,65,9,6,14,14,64,33
15.0,Leaky Black,24.0,22,3.0,218,17,39,0.436,7,15,0.467,10,24,0.417,0.526,9,14,0.643,8,30,38,18,5,6,5,15,50
16.0,Théo Maledon,22.0,13,1.0,200,19,66,0.288,5,30,0.167,14,36,0.389,0.326,11,12,0.917,4,19,23,28,7,0,15,18,54
17.0,Tre Mann,22.0,6,6.0,177,25,59,0.424,11,24,0.458,14,35,0.4,0.517,9,10,0.9,4,29,33,31,10,0,11,14,70
18.0,Grant Williams,25.0,6,0.0,168,30,64,0.469,14,36,0.389,16,28,0.571,0.578,16,19,0.842,6,21,27,10,3,2,9,13,90
19.0,Vasilije Micić,30.0,6,0.0,133,23,53,0.434,6,19,0.316,17,34,0.5,0.491,6,8,0.75,3,9,12,36,2,0,10,11,58
20.0,Seth Curry,33.0,5,0.0,100,18,38,0.474,5,19,0.263,13,19,0.684,0.539,5,6,0.833,2,6,8,7,3,2,2,2,46
21.0,James Bouknight,23.0,14,0.0,81,18,41,0.439,13,30,0.433,5,11,0.455,0.598,1,2,0.5,1,8,9,6,1,1,2,3,50
22.0,Frank Ntilikina,25.0,5,0.0,43,1,9,0.111,1,8,0.125,0,1,0.0,0.167,2,2,1.0,1,5,6,4,0,0,1,4,5
23.0,Dāvis Bertāns,31.0,4,0.0,43,8,18,0.444,8,18,0.444,0,0,,0.667,0,0,,0,3,3,2,2,0,0,5,24
24.0,Amari Bailey,19.0,3,0.0,15,2,7,0.286,0,3,0.0,2,4,0.5,0.286,1,2,0.5,2,0,2,1,0,0,1,0,5
,,,57,,13730,2315,5045,0.459,685,1892,0.362,1630,3153,0.517,0.527,844,1076,0.784,575,1773,2348,1416,388,270,792,1080,6159
