Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Miles Bridges,25,46,1714,0.464,13.7,,0.629,0.286,0.201,0.058,0.085,0.371,,0.515,0.652,0.421,0.383,0.362,0.377,,0.591,0.868,,0.053,39,,0.169,0.392,,4,0
2,Brandon Miller,21,51,1616,0.439,16.2,,0.565,0.152,0.187,0.162,0.064,0.435,,0.486,0.633,0.403,0.431,0.522,0.378,,0.492,0.941,,0.042,27,,0.183,0.386,,4,0
3,P.J. Washington,25,44,1286,0.446,15.0,,0.521,0.224,0.238,0.043,0.016,0.479,,0.558,0.719,0.438,0.455,0.375,0.324,,0.784,0.937,,0.059,28,,0.176,0.256,,2,0
4,Nick Richards,26,48,1254,0.691,3.1,,1.0,0.673,0.253,0.059,0.015,0.0,,0.691,0.773,0.588,0.313,0.25,,,0.64,,,0.349,83,,,,,0,0
5,Terry Rozier,29,30,1065,0.459,15.2,,0.577,0.186,0.208,0.102,0.082,0.423,,0.533,0.598,0.544,0.446,0.467,0.358,,0.325,0.639,,0.002,1,,0.254,0.305,,2,0
6,Gordon Hayward,33,25,798,0.468,12.3,,0.795,0.209,0.249,0.202,0.135,0.205,,0.496,0.742,0.432,0.467,0.275,0.361,,0.556,0.955,,0.051,14,,0.279,0.412,,0,0
7,Ish Smith,35,43,741,0.418,10.3,,0.949,0.222,0.278,0.31,0.139,0.051,,0.413,0.457,0.477,0.306,0.455,0.5,,0.387,0.75,,0.0,0,,0.125,1.0,,1,0
8,Bryce McGowens,21,45,731,0.452,14.2,,0.543,0.274,0.204,0.022,0.043,0.457,,0.535,0.627,0.474,0.5,0.25,0.353,,0.444,0.967,,0.032,6,,0.388,0.455,,0,0
9,LaMelo Ball,22,22,711,0.433,15.4,,0.534,0.191,0.265,0.054,0.024,0.466,,0.5,0.654,0.455,0.348,0.1,0.355,,0.159,0.586,,0.002,0,,0.157,0.484,,0,0
10,Cody Martin,28,25,670,0.389,14.6,,0.606,0.228,0.155,0.098,0.124,0.394,,0.427,0.659,0.4,0.368,0.083,0.329,,0.4,0.72,,0.036,5,,0.382,0.345,,0,0
11,JT Thor,21,45,581,0.367,13.7,,0.568,0.317,0.122,0.072,0.058,0.432,,0.405,0.523,0.176,0.3,0.375,0.317,,0.719,1.0,,0.086,9,,0.55,0.333,,0,0
12,Nick Smith Jr.,19,37,573,0.406,18.4,,0.479,0.083,0.152,0.12,0.124,0.521,,0.356,0.389,0.455,0.423,0.148,0.451,,0.378,0.882,,0.005,1,,0.274,0.613,,0,0
13,Mark Williams,22,19,508,0.649,2.6,,1.0,0.742,0.245,0.013,0.0,0.0,,0.649,0.741,0.378,0.5,,,,0.633,,,0.331,47,,,,,0,0
